Probeset_ID,Gene Symbol,Mo BM Ly6C- II-,Sample_,Sample_,Sample_
10536151,LOC100862180 or LOC100862166 or Gm7982 or Gm7682 or LOC624931 or Gm6351 or Gm6348 or Gm6346 or LOC100862230 or Gm6509 or Gm6502 or Gm6468 or LOC620639 or LOC620551,5.85,83.62,-9.00,-71.30
10536155,AU018829 or Gm3139 or D5Ertd577e or E330014E10Rik or Gm3286 or Gm16367 or LOC100862245 or LOC100862202 or LOC100862115 or LOC100041712 or Gm3183 or Gm3106 or Gm16427 or LOC100039010 or LOC100038995 or Gm7792 or LOC665290,5.85,83.62,-9.00,-71.30
10536159,AU018829 or Gm16367,5.85,83.62,-9.00,-71.30
10536163,---,5.85,83.62,-9.00,-71.30
10536170,Rn18s or Rn45s,1.33,77.12,-3.74,-72.15
10536172,---,54.15,88.93,11.84,22.58
10536176,Ccdc132,-94.42,-93.02,-94.35,-95.75
10536209,Gngt1,-42.72,-25.52,-31.74,-77.30
10536216,Gng11,-44.50,-28.24,-42.04,-67.92
10536220,Col1a2,-40.28,-35.84,-54.00,-32.43
10536273,Casd1,-71.53,-61.76,-77.72,-73.98
10536294,Peg10,-49.65,-48.39,-42.76,-58.90
10536297,Ppp1r9a,-52.69,-47.34,-60.36,-50.73
10536324,Asb4,-31.98,-21.05,-24.42,-62.32
10536334,Dync1i1,-29.92,-36.26,-16.31,-44.98
10536353,Dlx6,-1.94,-6.31,41.18,-15.32
10536359,Acn9,-82.53,-91.99,-94.91,-45.73
10536363,Tac1,-62.35,-53.66,-61.62,-72.59
10536369,C1galt1,-87.09,-87.75,-78.91,-89.92
10536376,Mios,-94.19,-95.20,-92.54,-94.43
10536390,Glcci1,-78.25,-70.16,-79.07,-83.49
10536401,Nxph1,-19.61,-18.44,-18.73,-21.72
10536405,Nxph1,-12.03,-12.86,-7.16,-17.79
10536407,Phf14,-98.05,-98.58,-96.60,-98.41
10536425,---,17.88,55.26,-9.30,8.05
10536427,Hormad1,-81.82,-88.79,-57.14,-93.46
10536429,Tmem106b,-94.96,-94.21,-95.00,-95.61
10536440,Gm725,-6.30,2.53,1.91,-23.88
10536442,---,73.45,66.00,84.22,67.15
10536444,Foxp2,-48.73,-50.05,-52.95,-44.00
10536472,Mdfic,-40.39,-42.50,-33.70,-44.23
10536481,---,-26.59,-76.25,4.14,-0.13
10536483,Tes,-17.99,-22.47,-19.55,-12.03
10536494,Cav2,-74.24,-72.05,-86.96,-63.73
10536499,Cav1,-68.19,-79.10,-69.39,-58.34
10536505,Met,-9.33,-14.90,-3.40,-8.76
10536527,Capza2,17.37,35.70,2.16,14.13
10536541,St7,-52.59,-64.11,-35.72,-54.64
10536563,Cftr,-30.88,-52.44,-17.77,-31.51
10536593,Tsen15,-51.73,-83.28,-54.65,1.52
10536595,Naa38,-67.69,-69.90,-68.38,-64.68
10536600,Ankrd7,-43.86,-53.45,-30.31,-49.18
10536607,---,34.98,79.19,53.99,-49.64
10536609,---,62.42,68.70,64.94,53.35
10536611,Kcnd2,-27.37,-37.67,-29.28,-18.68
10536620,Ing3,-66.26,-66.87,-71.15,-60.34
10536635,A430107O13Rik,-69.10,-56.75,-82.60,-69.96
10536658,Wnt16,38.29,69.78,18.01,4.34
10536667,Ptprz1,-53.36,-50.99,-44.29,-67.22
10536697,Asb15,-14.01,-13.42,-10.58,-19.85
10536711,Lmod2,-29.62,-56.08,-25.42,-16.24
10536717,Hyal6,-36.38,-28.99,-80.95,-15.76
10536722,Hyal4,-10.14,21.33,-24.49,-16.95
10536729,Spam1,-38.50,-48.44,-34.59,-34.05
10536738,Hyal5,-70.29,-77.52,-60.91,-72.48
10536743,6530409C15Rik,64.28,70.63,30.67,79.35
10536746,Arf5,79.48,75.54,83.46,79.45
10536752,Fscn3 or Gcc1,-27.35,-47.80,-30.12,-12.81
10536762,Snd1,89.79,86.83,91.85,90.31
10536787,Mir129-1,56.10,64.92,46.34,52.80
10536789,Lep,-33.25,-50.15,-24.49,-28.62
10536794,Hilpda,-63.05,-89.08,-37.32,-63.39
10536799,Fam71f2,-31.37,-34.44,-48.01,-17.09
10536805,Fam71f1,-30.60,-23.43,-45.89,-25.93
10536818,Calu,-51.99,-48.78,-52.98,-55.01
10536827,Ccdc136,-53.68,-45.44,-61.36,-55.26
10536845,Flnc,-34.09,-31.05,-37.13,-34.45
10536895,Atp6v1f,5.85,83.62,-9.00,-71.30
10536898,Irf5,96.66,95.30,97.47,97.65
10536908,Tspan33,-19.59,-6.98,-34.56,-24.27
10536917,Smo,-18.74,-28.97,-17.65,-10.05
10536931,Ahcyl2,-86.70,-61.90,-92.07,-92.41
10536949,Fam40b,-43.00,-38.24,-44.58,-46.34
10536971,---,-22.24,-28.84,15.45,-81.80
10536973,1700023L04Rik,43.94,60.50,44.25,22.95
10536976,Nrf1,62.84,46.83,63.51,76.34
10536994,---,-5.28,-5.80,-4.78,-5.51
10536996,Klhdc10,-64.79,-67.11,-68.27,-58.01
10537007,1700025E21Rik,-15.70,-18.35,-15.33,-13.72
10537014,Cpa2 or LOC100862143,-26.91,-26.38,-33.65,-21.82
10537026,Cpa4,-17.25,-21.00,-16.45,-15.30
10537038,Cpa5,-19.38,-19.56,-17.69,-20.89
10537051,Cpa1,-14.59,-14.91,-13.89,-14.86
10537062,Mest or Copg2,-71.10,-90.46,-61.54,-61.99
10537076,Mir335,52.16,62.01,62.67,22.06
10537078,Mkln1,-77.80,-78.29,-70.54,-82.35
10537098,1700012A03Rik,-11.94,-22.59,-3.62,-19.82
10537102,Exoc4,-89.51,-87.91,-88.73,-91.88
10537123,Lrguk,-34.72,-33.15,-35.26,-36.43
10537146,Akr1b8,-54.96,-41.18,-79.48,-51.37
10537157,Akr1b10,-15.71,-10.63,-14.98,-22.01
10537169,Akr1b7,-51.06,-25.87,-65.17,-68.13
10537179,Bpgm,-44.77,-66.82,-36.28,-32.87
10537184,Cald1,-63.30,-47.97,-61.33,-88.61
10537204,Agbl3,-57.48,-79.08,-45.94,-39.28
10537227,Tmem140 or 3110062M04Rik,1.40,14.57,-1.12,-6.62
10537231,Stra8,-22.72,-23.63,-24.03,-20.47
10537244,Rpl17,5.85,83.62,-9.00,-71.30
10537246,Nup205,17.22,9.80,17.41,23.62
10537290,---,-31.42,-13.85,-26.60,-65.78
10537292,1810058I24Rik,-13.69,-41.99,3.81,-0.16
10537296,Mir490,-15.13,-27.28,-3.52,-24.05
10537298,Chrm2,-24.01,-43.29,-29.55,-12.81
10537300,---,-31.68,-53.24,-27.24,-21.14
10537306,Akr1d1,-20.22,-23.79,-11.54,-31.26
10537316,Atp6v0c,5.85,83.62,-9.00,-71.30
10537318,Trim24,-98.03,-98.75,-96.47,-98.44
10537343,Tmem213 or Atp6v0a4,67.73,67.10,72.18,64.41
10537347,---,65.39,66.21,51.25,77.48
10537349,Gm12191 or Rpl30,5.85,83.62,-9.00,-71.30
10537353,Ttc26,-44.92,-37.03,-56.66,-42.87
10537375,Ubn2,-97.00,-96.65,-95.87,-97.95
10537394,1110001J03Rik,-36.53,-49.14,-29.93,-30.89
10537397,Luc7l2,-95.31,-95.68,-94.94,-95.40
10537406,Clec2l,-23.82,-32.37,-31.31,-13.48
10537410,Tbxas1,-10.71,-5.51,-34.57,-5.30
10537426,4930599N23Rik,89.19,92.99,84.62,88.92
10537428,Rab19,83.29,85.71,86.40,77.54
10537437,Mkrn1,-4.70,54.33,-57.15,2.19
10537441,Adck2,88.14,79.10,90.22,90.77
10537452,Ndufb2 or Adck2,-81.69,-64.89,-92.24,-80.97
10537458,Gm5567,-43.33,-22.53,-74.66,-40.82
10537463,Agk,-69.67,-81.16,-49.44,-74.25
10537480,Wee2,-15.57,-10.08,-37.76,-9.27
10537494,Ssbp1,-85.73,-81.63,-94.69,-76.25
10537499,Tas2r137,-4.40,22.77,-17.51,-9.99
10537501,Tas2r108,-16.34,45.69,-52.42,-36.01
10537504,---,5.85,83.62,-9.00,-71.30
10537506,Olfr460,-10.82,-28.24,-7.50,-1.13
10537509,Mgam,-28.05,-21.34,-32.70,-33.04
10537545,---,-14.47,-47.59,-4.89,-14.92
10537558,---,-24.72,-28.59,-20.81,-25.45
10537561,1810009J06Rik or Gm2663,-13.53,-20.76,-7.30,-17.66
10537567,LOC665506,-15.04,-13.19,-15.87,-16.78
10537624,---,-42.36,-45.38,-37.98,-43.57
10537627,Prss2,-15.80,-11.52,-26.99,-12.50
10537634,Try4,-21.54,-9.05,-36.54,-27.83
10537638,Try10 or Gm5409,-25.07,-10.78,-24.52,-55.86
10537642,Gm5771,-22.87,-21.82,-30.83,-17.31
10537645,Gm5409,-11.03,-12.96,-13.41,-7.38
10537650,Prss1 or Gm5771 or Gm10334 or Prss3 or Try10 or Gm5409 or Try4,-32.65,-21.81,-31.23,-49.76
10537657,Ephb6,-41.52,-49.37,-34.32,-42.31
10537676,1700034O15Rik,-33.46,-12.20,-66.22,-38.85
10537679,Pip,-25.51,-17.78,-19.61,-44.54
10537684,Sval2,-21.14,-57.84,-4.19,-13.97
10537690,Sval1,-41.22,-43.87,-42.19,-37.45
10537696,Sval3,-65.52,-86.73,-37.19,-69.86
10537701,Sva,-14.83,-9.86,-19.94,-16.28
10537707,Tas2r139,-2.62,11.79,1.33,-14.67
10537710,Tas2r144,42.57,50.81,57.03,11.63
10537712,Gstk1,-49.32,-50.51,-56.14,-41.66
10537722,Tmem139,-21.30,-5.97,-37.72,-38.91
10537728,Casp2,91.53,88.38,92.92,93.33
10537742,Clcn1,-37.13,-30.45,-41.29,-40.81
10537770,Zyx or Epha1,88.93,88.14,88.75,90.05
10537785,Tas2r143,-21.79,-41.35,-0.57,-28.66
10537787,Tas2r135,17.17,35.02,39.52,-16.32
10537789,Tas2r126,-4.96,-6.71,32.23,-25.03
10537791,Olfr453,-23.42,5.50,-32.77,-52.46
10537793,Olfr38,23.96,41.63,-8.04,41.28
10537795,Olfr452,16.80,71.38,45.72,-67.76
10537797,---,55.94,69.09,57.35,37.76
10537799,Olfr450,-3.70,15.58,42.21,-56.38
10537801,Olfr449,-19.69,-7.62,-28.09,-34.49
10537803,Olfr448,-0.63,41.12,-31.34,12.74
10537805,Olfr447,30.32,59.23,55.94,-29.03
10537807,Olfr446,1.84,-17.20,-0.69,40.01
10537809,Olfr444,70.82,87.15,77.01,10.60
10537811,Olfr446,-1.81,-1.19,17.03,-10.31
10537817,Olfr441 or Olfr237-ps1 or Olfr444,-5.90,-18.43,27.67,-13.18
10537819,Olfr237-ps1,28.53,69.94,31.07,-21.84
10537821,Olfr437,68.46,73.56,62.18,67.00
10537823,Olfr13,11.58,47.48,-14.29,6.23
10537826,Olfr435,57.86,68.28,67.17,22.76
10537828,Olfr434,54.83,67.95,44.24,47.96
10537831,Olfr47,41.47,72.85,14.49,16.67
10537834,Arhgef5,-67.43,-65.34,-85.60,-50.50
10537849,Arhgef5,5.85,83.62,-9.00,-71.30
10537851,Cntnap2,-29.44,-26.90,-29.01,-33.41
10537880,---,-5.77,-12.01,-31.24,28.27
10537882,Cul1,-96.95,-96.26,-97.05,-97.38
10537909,Rny3,72.54,76.54,71.82,69.34
10537911,Zfp398,-12.46,-10.29,-14.74,-12.29
10537921,Zfp282,77.37,78.75,65.54,84.78
10537934,Zfp212,77.92,70.02,80.29,81.36
10537938,Zfp956 or Zfp783,42.66,20.05,36.02,67.18
10537955,---,57.96,75.39,59.65,29.89
10537957,Krba1,-27.16,-35.67,-4.57,-37.78
10537978,Sspo,72.51,75.94,69.90,71.64
10538080,Rpl35a or Ino80,5.85,83.62,-9.00,-71.30
10538082,Atp6v0e2,-42.25,-43.57,-26.16,-59.56
10538087,Lrrc61,55.34,39.78,56.89,66.73
10538093,Gm5111,-8.02,-15.45,-8.27,-4.06
10538100,Repin1,-7.78,-20.52,-11.86,13.46
10538106,Zfp775,66.07,80.64,47.66,63.18
10538109,AI854703,-14.78,-19.79,-3.24,-23.18
10538115,Gimap8,-37.55,-30.37,-51.36,-32.72
10538123,Gimap9,-54.61,-55.94,-59.18,-49.85
10538126,Gimap4,-52.42,-50.54,-60.06,-48.53
10538135,Gimap7,-24.03,-24.98,-29.01,-18.98
10538138,Gimap1,-45.43,-51.14,-46.29,-40.09
10538142,Gimap5 or Gimap1,-55.80,-55.09,-48.28,-64.38
10538148,---,32.12,68.36,40.84,-18.61
10538150,Tmem176a,-3.07,14.35,-12.02,-8.92
10538159,---,77.32,88.98,62.95,73.11
10538163,Abp1,-24.37,-21.06,-21.61,-31.80
10538169,1600015I10Rik,-25.97,-6.05,-59.62,-38.82
10538174,Doxl2,-15.15,-17.40,-9.88,-21.00
10538179,Svs1,78.23,74.57,75.62,84.32
10538187,Gpnmb,-68.65,-76.65,-65.10,-63.84
10538201,2410003K15Rik,-97.93,-98.72,-98.37,-94.25
10538206,Ccdc126,-9.33,-4.43,-21.30,-2.13
10538214,D330028D13Rik,-84.22,-60.80,-97.34,-81.22
10538222,Stk31,-27.73,-23.89,-27.44,-33.65
10538247,Npy,-19.77,-21.24,-13.81,-27.44
10538253,Mpp6,-53.56,-53.08,-54.65,-52.80
10538269,Dfna5,-84.80,-82.76,-86.68,-84.39
10538271,---,-41.92,-32.09,-49.10,-45.67
10538273,BC022713,-40.92,-23.31,-48.67,-56.16
10538275,Nfe2l3,-37.63,-27.99,-49.72,-36.49
10538282,Cbx3,5.85,83.62,-9.00,-71.30
10538290,Snx10,-12.79,-6.41,-17.52,-14.04
10538299,Hoxa3 or 5730446D14Rik,-36.45,-0.55,-89.72,-28.14
10538305,---,-11.89,-8.00,-4.57,-24.93
10538307,---,-8.81,-12.51,-15.54,0.13
10538310,Evx1,37.67,45.72,-0.89,59.52
10538318,Tax1bp1,-97.24,-96.42,-97.16,-97.82
10538338,Creb5 or 9430076C15Rik,-37.14,-46.97,-29.24,-36.40
10538352,---,58.50,70.87,57.22,44.42
10538354,Tril,8.36,-14.03,51.61,-4.84
10538356,Chn2 or 9130019P16Rik,-42.36,-48.60,-45.87,-31.42
10538373,Prr15,-30.64,-21.46,-48.55,-27.34
10538377,Wipf3,7.54,42.35,-20.25,20.21
10538394,Plekha8,-88.04,-83.61,-91.48,-88.64
10538408,2410066E13Rik,-44.88,-43.73,-57.44,-34.53
10538413,Znrf2,33.08,37.68,27.79,33.27
10538420,Gars,-49.63,-52.47,-40.44,-55.85
10538438,Fam188b,-15.62,-12.71,-32.02,-3.67
10538459,Aqp1,-20.15,-22.73,-20.97,-17.45
10538466,Ghrhr,70.55,85.21,53.57,65.88
10538482,Adcyap1r1,-41.44,-31.85,-64.17,-32.39
10538503,Ccdc129,-23.79,-38.75,-12.45,-25.53
10538519,Ppp1r17,-39.02,-13.68,-59.07,-66.71
10538526,Avl9,-79.68,-75.31,-78.81,-83.14
10538545,Gm10209,41.15,49.98,29.90,43.19
10538547,Fkbp9,-51.71,-48.93,-57.27,-49.96
10538558,Vmn1r4,-2.33,-18.99,69.77,-39.68
10538560,Vmn1r5,39.13,-0.89,70.87,22.63
10538563,Vmn1r6,-25.65,-28.98,-49.83,-8.41
10538567,Vmn1r8,-9.61,-12.04,-20.82,-0.14
10538569,Vmn1r9 or Vmn1r10,-31.74,-39.08,-18.77,-41.30
10538571,Vmn1r10 or Vmn1r9,5.85,83.62,-9.00,-71.30
10538573,Vmn1r11,-54.85,-38.94,-91.02,-33.24
10538575,---,-30.86,-14.34,-33.48,-54.35
10538578,Vmn1r13,-8.92,23.06,-26.21,-16.23
10538580,Vmn1r14,-22.20,-9.14,-35.54,-28.86
10538582,Vmn1r15,-35.83,7.24,-78.18,-51.48
10538584,---,-19.54,56.37,-51.67,-61.82
10538586,Vmn1r19,-6.97,14.98,1.25,-31.75
10538588,Vmn1r20 or Vmn1r27,-18.94,-21.27,-5.95,-41.65
10538590,Herc6,-57.05,-48.54,-58.62,-63.70
10538617,Lancl2,-77.39,-83.03,-76.89,-70.47
10538629,Rps15 or LOC100046223,15.31,12.58,15.43,18.29
10538631,Vmn1r28,-4.72,-8.67,-12.47,18.10
10538636,Vmn1r29,-5.85,-32.74,3.28,16.10
10538638,---,89.32,91.24,86.70,89.21
10538640,Abcg2,-57.88,-65.39,-48.41,-59.19
10538658,Herc3,-82.72,-86.36,-70.61,-88.11
10538684,Tigd2,-98.68,-98.65,-99.01,-98.41
10538689,---,-51.32,-26.61,-45.45,-88.09
10538695,Gm5570,-35.83,-15.80,-50.14,-49.26
10538704,---,39.16,39.16,41.49,36.51
10538706,Mmrn1,-21.77,-12.44,-26.06,-34.73
10538715,Fam190a,-34.15,-18.21,-35.39,-58.00
10538732,Grid2,-33.92,-14.31,-66.94,-35.57
10538749,---,-7.92,35.75,-14.40,-32.67
10538751,Atoh1,-25.90,-15.40,-21.61,-48.67
10538753,Atoh1,-28.53,-16.60,-30.06,-40.02
10538755,Smarcad1,-98.38,-98.28,-97.31,-98.93
10538781,Gm8479,-32.06,-4.92,-66.20,-32.87
10538783,C130060K24Rik,-73.91,-92.36,-69.61,-51.82
10538791,Tnip3,-8.65,-10.28,-8.95,-7.05
10538802,A930038C07Rik,-43.64,-71.96,-37.53,-29.95
10538808,---,80.23,62.18,88.70,83.19
10538811,Prdm5,-33.26,-22.46,-38.87,-41.73
10538829,4930544G11Rik,-35.93,-48.55,-24.62,-38.40
10538832,Mad2l1 or LOC100045924,23.69,18.53,25.53,27.50
10538840,Vmn1r37 or Vmn1r36 or Vmn1r35 or Vmn1r34,-23.48,-34.37,-15.22,-23.48
10538842,Gng12,-39.04,-40.69,-40.36,-35.16
10538848,---,-92.29,-92.56,-86.48,-95.67
10538850,---,17.17,-21.29,38.80,37.43
10538852,A430010J10Rik,-0.63,-9.80,-3.05,33.90
10538855,---,-52.67,-47.83,-67.24,-40.33
10538857,Serbp1,-73.32,-76.86,-76.50,-66.67
10538868,---,-22.83,-17.21,-16.19,-37.29
10538871,Igkv1-133 or Igkv1-135,-34.03,-17.57,-54.35,-45.17
10538873,---,-28.51,-42.83,-24.20,-23.76
10538875,---,-36.17,-33.56,-37.67,-37.14
10538878,---,-41.42,-55.25,-47.08,-26.17
10538880,Igk-V1 or Igkv9-120,-35.31,-29.95,-50.34,-30.69
10538882,---,-60.89,-49.48,-56.25,-76.45
10538885,---,-34.60,-10.47,-84.74,-25.78
10538887,---,-14.70,-12.83,-16.82,-14.56
10538890,LOC641050,5.85,83.62,-9.00,-71.30
10538892,LOC641050,5.85,83.62,-9.00,-71.30
10538901,BC005685,5.85,83.62,-9.00,-71.30
10538903,Igkv4-53,-17.82,-11.98,-29.83,-15.80
10538921,---,-7.60,22.44,-30.81,-53.96
10538924,---,-29.46,-24.87,-48.96,-19.61
10538927,Amd1 or Amd2,5.66,79.06,-0.39,-70.77
10538929,---,-28.12,-10.83,-31.54,-47.28
10538932,Amd1 or Amd2,5.85,83.62,-9.00,-71.30
10538934,---,-4.28,-7.10,-10.59,13.35
10538936,---,-40.58,-70.76,-9.27,-52.12
10538939,Eif2ak3,54.62,58.72,50.17,54.27
10538957,Eif2ak3 or Tbrg4,5.85,83.62,-9.00,-71.30
10538959,Foxi3,-3.88,-5.73,-1.48,-5.82
10538963,Rpl34-ps1 or Rpl34,5.85,83.62,-9.00,-71.30
10538965,Fabp1,-25.90,-25.04,-25.12,-27.86
10538970,Krcc1,-90.20,-87.56,-95.48,-86.90
10538975,Gm1070,-2.79,-5.97,-2.50,-1.45
10538979,Cd8b1,-22.13,-20.71,-19.52,-26.80
10538993,Cd8a,-20.88,-16.40,-22.48,-25.17
10539002,Rnf103,-80.53,-77.90,-86.09,-76.14
10539008,Chmp3,39.24,43.82,45.98,26.98
10539015,---,72.84,44.81,81.35,85.55
10539017,Reep1,-28.02,-27.40,-21.32,-36.00
10539026,Immt,-53.69,-52.53,-57.37,-51.34
10539042,Polr1a,18.20,29.27,1.07,23.89
10539080,St3gal5,74.51,79.09,72.13,70.44
10539091,Sftpb,-8.88,-12.30,-6.91,-8.74
10539104,0610030E20Rik,35.53,38.52,23.35,41.97
10539111,Tmem150a,-43.12,-27.12,-56.59,-46.09
10539119,Ggcx,-41.80,-35.06,-40.58,-49.38
10539135,Capg,-2.85,2.28,-15.56,6.93
10539143,Retsat,-38.16,-54.14,-23.78,-37.70
10539156,Gm15401,-37.77,-44.93,-31.10,-36.73
10539159,Suclg1,-67.23,-80.97,-50.22,-67.15
10539169,Lrrtm1,-33.06,-24.10,-36.49,-41.60
10539177,Eif4a3 or Gm8994 or Gm5576,56.55,51.79,53.07,63.74
10539179,Reg3b,-13.49,-21.10,-10.25,-11.51
10539186,Reg3a,-13.82,-16.37,-11.25,-14.16
10539194,Reg2,-33.28,-20.21,-46.33,-38.23
10539200,Reg1,-17.07,-29.58,-12.38,-13.83
10539207,---,-39.16,-17.33,-57.08,-54.78
10539209,---,-29.34,-81.65,71.87,-77.39
10539211,Lrrtm4,-51.01,-33.79,-59.86,-62.09
10539218,---,46.27,43.14,53.41,37.41
10539220,AW146020 or Mrpl19,-95.59,-98.31,-95.16,-91.41
10539238,Fam176a,-19.73,-26.04,-19.71,-14.32
10539242,---,5.93,-4.77,-11.47,43.75
10539244,Tacr1,-9.10,-12.74,-15.56,-1.58
10539251,D6Mm5e,29.45,40.18,8.13,30.06
10539263,Loxl3 or Htra2,-3.00,-1.76,-1.33,-6.65
10539279,Aup1 or Htra2,99.06,99.47,99.06,98.55
10539295,Dqx1,-20.77,-11.70,-35.57,-18.49
10539310,Pcgf1,62.32,52.69,80.03,47.02
10539316,Lbx2,73.71,70.30,57.09,84.91
10539321,Ccdc142 or Mrpl53,97.28,98.65,96.94,95.99
10539337,Mogs,96.57,92.82,97.18,97.90
10539342,Rtkn or Wdr54,-37.48,-12.27,-51.76,-52.18
10539358,1700003E16Rik,-31.10,-18.74,-48.95,-32.91
10539364,Dctn1,59.65,54.71,56.27,66.27
10539393,Slc4a5,-36.98,-35.61,-23.86,-57.43
10539421,Mob1a,51.21,71.96,38.57,38.01
10539433,Mob1a,5.85,83.62,-9.00,-71.30
10539435,Bola3,-64.61,-71.72,-66.72,-53.22
10539441,B230319C09Rik,-3.63,27.72,-31.76,-0.12
10539444,Vax2,-10.10,-9.12,-7.72,-14.72
10539449,Atp6v1b1,-8.05,-7.55,-21.90,-3.50
10539465,Ankrd53,60.32,72.23,69.81,25.52
10539472,Nagk,-3.27,-14.02,14.08,-7.98
10539484,Rpl18,74.34,91.73,73.12,52.01
10539486,Zfml,-96.15,-95.79,-95.83,-96.51
10539517,Dysf,-38.65,-41.16,-33.97,-40.53
10539574,Npm3-ps1 or Npm3,1.60,14.24,-4.47,-1.87
10539577,Spr,82.19,81.20,83.04,81.95
10539579,Gm5878,-65.59,-36.31,-91.24,-62.17
10539581,---,80.19,85.12,74.48,81.27
10539584,Emx1,75.12,74.45,80.20,70.63
10539588,Noto,72.25,76.65,25.77,87.53
10539592,Smyd5,46.88,28.51,48.53,59.09
10539606,Cct7,37.44,22.90,43.94,43.47
10539617,Alms1,-79.60,-77.44,-74.50,-86.12
10539632,Alms1-ps2 or Alms1,-75.38,-81.29,-66.52,-77.61
10539640,Alms1-ps2 or Alms1,5.85,83.62,-9.00,-71.30
10539649,Ptges3 or LOC100048119 or Gm9769,4.08,75.69,23.19,-76.50
10539653,Tprkb,-81.03,-64.60,-87.55,-86.25
10539665,Figla,52.26,12.00,64.11,65.71
10539669,Add2,-9.74,-4.79,-16.82,-9.96
10539692,Tgfa,-25.82,-18.56,-56.44,-10.88
10539700,Rps28,5.85,83.62,-9.00,-71.30
10539702,Fam136a,-55.31,-75.04,-27.83,-57.97
10539705,Snrpg,-19.52,-26.12,-12.10,-20.39
10539710,Tia1,-87.88,-85.76,-85.31,-91.61
10539727,C87436,97.15,95.33,98.53,95.62
10539739,Asprv1,-38.64,-20.68,-71.73,-35.77
10539741,Aak1,-90.12,-87.35,-92.17,-90.89
10539766,Aak1,-92.36,-70.08,-95.54,-97.08
10539769,Nfu1,-73.67,-67.63,-85.32,-60.02
10539773,Gfpt1,-31.72,-13.06,-49.64,-32.63
10539795,Gkn2,-24.88,-28.33,-37.81,-14.00
10539802,Bmp10,-14.48,-35.49,-10.45,-10.70
10539805,E230015B07Rik,56.46,18.80,46.15,84.83
10539810,Ccdc48,53.89,70.97,59.23,23.53
10539813,Ccdc48,-21.89,6.15,-39.62,-30.66
10539818,Gp9,-19.14,-21.49,-20.80,-15.79
10539822,Copg,34.90,44.00,16.57,44.63
10539850,8430410A17Rik,-49.17,-63.63,-67.63,-17.66
10539857,Gm5577 or Rab7,56.97,83.66,6.72,56.70
10539861,Rpn1,50.77,38.68,55.96,56.99
10539873,Gata2,-24.98,-17.78,-34.78,-25.14
10539880,Dnajb8 or 1700031F10Rik,-7.17,-33.41,-3.85,-1.75
10539882,Ruvbl1,16.54,21.02,15.69,12.42
10539894,Mgll,-84.52,-95.60,-76.23,-78.24
10539905,Podxl2 or Gm15612,43.51,66.31,-5.54,54.14
10539907,Tpra1,58.75,55.46,60.56,59.96
10539921,4933427D06Rik,-20.34,-36.67,-28.75,-7.52
10539927,Gm1965,-24.28,-17.90,-40.67,-17.35
10539931,Gm1965,-26.46,-20.72,-35.47,-25.31
10539933,Txnrd3,-31.39,-53.47,-20.58,-20.07
10539952,Vmn1r40,-3.15,-9.38,13.51,-6.17
10539954,Vmn1r41,-28.46,-40.52,-8.63,-42.29
10539957,Vmn1r44,61.94,19.72,84.44,46.67
10539960,---,73.00,67.95,77.12,74.50
10539963,Vmn1r46,-3.30,24.22,-22.59,1.73
10539965,Vmn1r47,13.34,-36.07,47.77,46.68
10539967,Vmn1r50,-16.01,23.91,-31.15,-36.15
10539969,Vmn1r51,-16.88,-32.01,-36.91,4.51
10539973,Vmn1r45 or Vmn1r48,-9.95,-15.50,-8.35,-7.28
10539975,Vmn1r52,-1.94,15.85,-19.00,18.22
10539977,V1ra8,-48.75,-45.26,-29.27,-73.15
10539979,---,-28.41,-11.24,-38.14,-41.64
10539981,Vmn1r54,-19.80,-27.99,-24.95,-8.93
10539983,BC048671,-13.98,-35.81,-5.70,-13.37
10539990,Uroc1,-4.79,-6.14,-2.53,-9.18
10540012,Zxdc,-30.16,-37.07,-34.77,-18.67
10540028,Klf15,-43.11,-35.96,-57.88,-38.74
10540034,Aldh1l1,-54.80,-58.62,-49.98,-56.14
10540059,Slc41a3,87.83,86.72,87.60,88.93
10540072,Ppp1r2 or Ppp1r2-ps3,5.85,83.62,-9.00,-71.30
10540075,Hdac11,-54.92,-28.57,-72.76,-71.08
10540085,Fbln2,-45.77,-55.75,-33.61,-51.52
10540105,Tmem43,69.41,63.45,71.68,72.65
10540118,Lsm3,24.81,20.65,25.94,27.76
10540122,Slc6a6,-23.21,-8.79,-40.40,-20.34
10540141,C130022K22Rik,-97.73,-98.86,-96.83,-96.91
10540148,4930590J08Rik,-9.55,-9.17,-8.65,-10.59
10540168,Fgd5,-32.63,-48.09,-19.54,-34.14
10540191,Nr2c2,-51.13,-40.51,-56.56,-55.18
10540207,Adamts9,-31.05,-42.56,-23.19,-28.68
10540213,---,-4.41,-23.32,-18.58,38.49
10540215,Slc25a26,-75.70,-80.51,-86.00,-53.21
10540227,Kbtbd8,-63.29,-62.02,-70.73,-56.01
10540231,---,-51.24,-52.36,-47.89,-53.25
10540233,Fam19a1,-21.26,-25.51,-19.77,-18.35
10540241,Arl6ip5,62.37,65.65,61.54,59.86
10540248,Mitf,-62.51,-32.71,-88.29,-63.60
10540265,Mitf,-46.43,-29.64,-53.07,-62.31
10540267,---,-25.51,-20.40,-25.99,-31.26
10540269,Gpr27,8.69,16.03,0.80,10.54
10540271,---,-16.08,-26.79,-23.35,1.63
10540273,Ube2v2,5.85,83.62,-9.00,-71.30
10540275,Gxylt2,-28.44,-24.57,-45.14,-20.66
