Probeset_ID,Gene Symbol,Mo BM Ly6C- II-,Sample_,Sample_,Sample_
10354897,Trak2,-67.79,-55.61,-71.26,-73.28
10354916,---,-17.98,-8.48,-19.45,-36.33
10354919,---,-24.47,-31.58,-23.91,-18.56
10354921,Als2cr11,-30.25,-25.69,-17.89,-57.99
10354938,Tmem237,-89.72,-70.52,-75.57,-99.57
10354955,Mpp4 or Als2,-22.19,-14.12,-46.78,-14.76
10354979,Als2 or Mpp4,-84.98,-77.23,-91.58,-84.71
10355017,Sumo1,-22.46,-37.34,-18.63,-10.70
10355024,Ica1l,-22.93,-30.08,-34.88,-10.99
10355037,Wdr12,-74.11,-89.07,-68.86,-56.71
10355050,Raph1,-68.63,-72.13,-62.36,-71.66
10355069,Ino80d,-58.83,-39.51,-61.35,-72.35
10355084,Ndufs1,-59.79,-65.82,-55.55,-56.91
10355105,Eef1b2,5.27,0.19,8.41,7.47
10355109,Gpr1,-23.28,-30.83,-15.15,-26.03
10355113,---,56.70,49.00,47.47,68.97
10355115,Prelid1,47.63,43.42,44.39,54.40
10355117,Dytn,63.30,73.62,44.54,67.39
10355121,Mdh1b,-24.00,-35.58,-19.83,-19.29
10355134,4933402D24Rik,44.32,7.51,55.21,61.69
10355138,---,42.23,55.12,2.36,54.02
10355141,Klf7,-97.31,-96.48,-99.07,-96.17
10355147,Mettl21a,14.00,26.78,14.94,0.24
10355152,Fzd5,-36.61,-37.44,-51.25,-22.00
10355162,Plekhm3,77.28,81.22,76.58,73.74
10355173,Rpl10a or LOC100047791,59.75,55.89,59.22,64.61
10355176,Akr1cl,-31.01,-15.43,-58.62,-31.04
10355188,Cryge or Crygf or Crygd,-28.31,-18.62,-27.09,-44.00
10355191,Crygd,-20.79,-20.61,-34.49,-12.34
10355193,Crygc,-22.10,-23.65,-29.74,-15.62
10355197,Crygc,-52.32,-89.68,-26.04,-46.26
10355199,Crygb,-21.07,-41.15,-10.25,-21.12
10355202,Cryga,-40.65,-32.07,-49.29,-42.26
10355205,D630023F18Rik,-26.00,-11.84,-22.47,-56.50
10355214,Idh1,46.00,52.57,38.20,47.31
10355225,Gm10558,-54.82,-60.89,-43.80,-59.77
10355227,Kansl1l or Rpe,-89.29,-83.32,-90.49,-92.49
10355246,Acadl,-41.83,-46.77,-50.05,-26.11
10355259,Myl1,-56.24,-36.87,-77.34,-55.75
10355264,---,-0.12,-18.49,7.01,13.10
10355266,Lancl1,-72.39,-79.89,-61.78,-73.58
10355278,Erbb4,-34.99,-53.01,-31.79,-25.35
10355310,---,10.18,-49.62,57.13,25.34
10355312,Ikzf2,-72.58,-67.98,-76.79,-72.82
10355325,Bard1,-0.44,11.86,-1.17,-5.31
10355327,Bard1,4.56,-5.19,16.61,9.32
10355329,Bard1,10.28,9.14,4.46,17.61
10355341,---,93.40,94.83,90.06,94.19
10355343,Abca12,-29.74,-29.66,-14.98,-57.84
10355401,Acp1 or LOC631286,-89.46,-86.75,-75.21,-96.66
10355403,Fn1,-19.29,3.44,-31.86,-25.03
10355452,---,-66.64,-66.75,-76.85,-54.32
10355454,---,84.45,88.99,75.24,85.09
10355456,Mreg,-45.35,-65.79,-45.68,-28.43
10355464,Pecr,-81.44,-85.43,-79.48,-78.78
10355474,March4,-3.45,-3.30,-2.69,-4.19
10355479,Ankar,-13.30,-9.74,-7.15,-34.86
10355500,Igfbp5,-49.63,-45.47,-38.60,-72.85
10355511,Tnp1,-38.03,-22.65,-49.16,-44.62
10355514,Tns1,-38.09,-38.71,-34.49,-40.87
10355528,---,-33.96,-19.30,-31.73,-49.61
10355530,---,-27.49,-32.12,-28.87,-21.93
10355532,Tns1,-6.89,-0.56,-13.09,-7.54
10355534,Tns1,-19.20,-22.58,-22.99,-11.72
10355536,Tns1,-17.63,-23.72,-24.25,-5.54
10355550,Cxcr1,48.37,41.88,17.67,72.18
10355554,Aamp,19.76,15.72,18.03,26.52
10355567,Tmbim1,13.40,14.71,12.70,12.58
10355582,Usp37,-90.67,-92.56,-84.19,-92.03
10355611,Zfp142 or Plcd4,-52.99,-40.50,-46.88,-69.00
10355628,Rnf25,43.41,26.10,57.30,43.10
10355639,Prkag3,-14.30,-6.19,-34.76,-13.13
10355658,Fev,81.43,74.98,88.21,80.41
10355662,Cryba2,-11.95,-3.60,-20.92,-24.49
10355668,Mir375,96.46,97.65,95.92,95.03
10355670,Ccdc108,-14.00,-10.42,-12.81,-20.77
10355706,Ihh,68.76,64.15,54.47,80.27
10355711,Nhej1,21.71,16.13,23.05,25.64
10355717,Slc23a3,-11.53,-20.07,-3.22,-13.31
10355730,1810031K17Rik,89.81,90.79,84.83,93.09
10355742,Abcb6,-45.87,-58.76,-42.48,-35.47
10355763,Atg9a,74.22,66.47,82.93,70.92
10355785,Glb1l or Ankzf1,-7.24,-10.36,-10.36,-1.81
10355806,Tuba4a,45.41,35.37,46.36,54.34
10355813,Ptprn,-25.51,-27.55,-20.86,-29.40
10355836,Resp18,-19.17,-28.06,-12.94,-20.61
10355844,Dnpep,55.06,55.63,52.10,56.73
10355864,Chpf,-48.45,-44.56,-46.80,-54.77
10355871,Obsl1,-30.78,-24.52,-41.46,-28.19
10355893,Epha4,-18.12,-7.07,-21.72,-26.30
10355914,---,0.88,-7.74,-12.29,40.94
10355916,Pax3,-23.91,-58.23,-19.68,-10.75
10355931,Farsb or Sgpp2,-51.56,-64.86,-53.33,-32.85
10355954,BC035947,-43.32,-55.13,-21.50,-57.98
10355958,Ube2v1,-19.92,-51.36,10.46,-17.04
10355960,Scg2,-24.45,-26.00,-15.63,-38.34
10355967,Ap1s3,-53.27,-44.95,-53.98,-61.84
10355974,Wdfy1,-23.88,27.16,-59.31,-27.92
10355984,Serpine2,-56.82,-74.28,-50.31,-49.74
10355996,Slc25a5,50.27,36.63,55.62,56.56
10355998,Fam124b,-22.51,-18.10,-14.88,-37.85
10356001,Cul3,-98.17,-97.17,-98.52,-98.39
10356018,---,89.35,79.99,66.38,98.22
10356020,Dock10,9.19,14.39,10.37,4.27
10356082,Plscr1,-45.84,-37.37,-54.20,-46.49
10356084,Irs1,-35.51,-43.81,-25.08,-38.54
10356088,Col4a4,-5.78,-7.23,-7.11,-3.29
10356137,Tm4sf20,-39.37,-64.95,-59.56,-13.02
10356143,Gm17764,-52.27,-15.05,-71.48,-70.40
10356145,Slc19a3,-37.64,-41.62,-33.43,-38.25
10356154,Sphkap,-35.50,-35.29,-31.66,-39.92
10356170,---,76.18,69.21,74.68,83.59
10356172,Pid1,62.43,71.17,61.49,54.31
10356177,Dner,-40.32,-45.99,-38.70,-36.64
10356194,Trip12,-20.56,-13.55,-20.09,-27.57
10356240,Slc16a14,-31.47,-30.45,-24.99,-42.61
10356248,C130026I21Rik or Sp110 or A530032D15Rik or LOC100041708 or LOC100041057,-2.55,8.60,-0.19,-12.56
10356262,---,22.86,55.74,-5.94,17.66
10356267,A530032D15Rik,-87.22,-88.42,-90.24,-82.27
10356269,Sp140 or A530032D15Rik,-34.36,-20.61,-14.27,-72.12
10356271,A530032D15Rik or LOC100041708,20.97,27.00,11.01,24.39
10356274,Csprs or Gm7609,5.85,83.62,-9.00,-71.30
10356278,Sp110 or C130026I21Rik,5.85,83.62,-9.00,-71.30
10356291,A530040E14Rik,5.85,83.62,-9.00,-71.30
10356293,A630001G21Rik,38.10,33.51,49.71,34.10
10356299,Gpr55,-21.40,-10.30,-26.60,-31.34
10356305,Htr2b,-36.84,-24.40,-43.61,-45.72
10356312,Ncl,-97.40,-98.00,-97.02,-97.27
10356329,Snora75,-49.03,-42.55,-49.65,-55.34
10356331,---,-60.48,-77.02,-51.26,-54.58
10356333,Snord82,21.87,25.31,22.96,18.40
10356335,Nmur1,59.31,73.82,32.41,61.31
10356339,Pde6d,-12.14,-21.04,-7.60,-6.81
10356345,Nppc,66.56,62.53,73.03,62.53
10356351,Rpl6,8.44,15.96,2.35,6.80
10356353,Alppl2,70.51,53.25,68.35,82.92
10356367,Alpi,-9.79,-21.37,-6.89,-6.47
10356379,Ecel1,-6.69,-9.80,-4.44,-6.30
10356401,---,-40.18,-26.59,-55.54,-43.31
10356403,Kcnj13,-56.99,-78.98,-36.99,-58.08
10356406,Ngef,-22.81,-23.58,-21.44,-23.17
10356423,Usp40,-55.01,-54.51,-47.89,-60.82
10356457,Dnajb3,-27.39,-16.26,-47.35,-25.42
10356461,Hjurp or A730008H23Rik or 6430706D22Rik,62.21,46.14,67.75,70.62
10356470,Glrp1,-23.21,-58.88,-17.68,-9.57
10356475,Arl4c,11.10,24.82,10.52,-0.97
10356482,---,95.44,98.02,88.20,96.26
10356484,Gbx2,-2.10,27.21,-7.42,-9.61
10356489,Asb18,-30.81,-28.56,-44.61,-21.14
10356498,Iqca,-13.17,-12.83,-19.56,-9.43
10356508,---,-51.31,-43.65,-71.04,-38.86
10356510,Iqca,-5.13,-15.45,13.39,-6.95
10356512,Iqca,-9.00,-6.21,-10.89,-9.96
10356514,Iqca,-11.75,-7.20,-7.04,-26.33
10356520,Col6a3,-51.31,-56.23,-45.08,-52.84
10356568,Rab17,-34.32,-29.42,-30.28,-42.45
10356577,Ilkap or Fam132b,14.47,3.29,12.10,25.12
10356593,Hes6,85.03,76.34,85.47,91.43
10356601,Per2 or 9830107B12Rik,-60.93,-51.59,-73.81,-56.59
10356626,---,3.92,11.97,23.25,-19.42
10356628,Hdac4,-25.86,-41.70,-26.11,-8.35
10356657,Ndufa10,-57.59,-60.53,-58.24,-53.59
10356671,Olfr1416,-23.97,-34.81,-68.93,34.78
10356673,Olfr1415 or Olfr1416 or Olfr1414 or Olfr513,45.14,75.68,26.10,13.54
10356675,Olfr1414,67.86,56.01,74.08,70.24
10356677,Myeov2,-74.56,-71.14,-76.70,-76.22
10356681,Otos,51.35,41.78,49.22,60.14
10356689,Ankmy1,67.42,79.89,80.40,0.00
10356710,Capn10 or 9430060I03Rik,83.92,88.26,88.98,70.48
10356712,Kif1a,-43.97,-41.25,-44.81,-45.37
10356762,---,5.85,83.62,-9.00,-71.30
10356764,2310007B03Rik,-22.16,-33.09,-10.30,-32.89
10356771,Mterfd2 or Sned1,-27.49,-35.35,-45.82,2.64
10356778,Rpl17,50.51,64.57,69.18,17.57
10356780,Pask,8.67,-5.49,2.39,31.66
10356800,Hdlbp,-56.95,-46.65,-67.34,-56.82
10356833,Stk25 or Farp2,-50.22,-58.86,-43.85,-47.64
10356848,Thap4,33.41,-32.64,58.75,60.51
10356859,Dtymk,-7.84,-21.01,-0.87,-3.87
10356866,Pdcd1,-25.58,-25.17,-34.32,-18.75
10356873,---,75.31,83.57,65.20,75.09
10356876,---,-41.40,-56.45,-60.42,-17.94
10356878,---,-16.70,-10.93,-15.13,-26.11
10356880,St8sia4,26.03,31.55,28.70,15.54
10356886,Slco4c1,-71.22,-74.36,-78.06,-61.49
10356900,Slco6b1,-43.12,-36.79,-46.12,-47.53
10356916,---,23.61,13.27,6.73,45.48
10356918,Slco6c1,-18.04,-33.44,-3.44,-53.46
10356932,D1Ertd622e,38.08,39.40,33.94,40.10
10356936,Ppip5k2,-85.57,-84.81,-82.83,-89.89
10356968,Pam,-59.41,-62.40,-59.05,-56.55
10356995,---,-78.69,-54.18,-93.18,-82.22
10356997,---,-67.14,-59.17,-83.77,-56.98
10356999,Prdx2,3.72,-16.84,9.35,9.91
10357001,---,56.15,54.04,55.48,58.17
10357003,Rnf152,-52.09,-84.56,-39.27,-36.53
10357008,Pign,-91.84,-83.65,-91.84,-95.40
10357043,Bcl2,-24.45,-28.78,-22.81,-21.26
10357051,Kdsr,-38.98,-24.89,-42.02,-46.74
10357064,Vps4b,-29.00,11.88,-40.63,-52.31
10357072,Serpinb3a,-41.32,-70.66,-11.21,-88.00
10357077,Serpinb3d,-15.65,-7.35,-13.42,-34.91
10357084,Serpinb3b,-18.64,-6.66,-57.60,-19.18
10357090,Serpinb3c,-61.29,-54.49,-58.44,-70.97
10357097,---,66.76,71.00,67.34,61.04
10357103,Cdh19,-77.02,-67.29,-51.57,-98.21
10357115,Dsel,-85.71,-81.98,-96.85,-66.73
10357120,---,80.60,81.11,81.23,79.52
10357122,---,-7.45,-2.69,-22.63,0.71
10357124,Tsn,25.59,25.67,20.34,30.57
10357133,Mki67ip,-1.70,-0.59,-2.25,-2.00
10357135,2900060B14Rik,-47.12,-73.57,-28.93,-44.54
10357137,Gli2,-16.45,-16.10,-9.49,-25.52
10357155,Inhbb,-26.56,-21.00,-30.06,-28.68
10357158,Ralb,72.91,74.55,73.86,69.83
10357164,Epb4.1l5,-78.90,-81.41,-86.22,-68.51
10357191,Ptpn4,-98.19,-97.77,-99.38,-96.82
10357220,Tmem177,1.63,-20.30,32.89,-6.40
10357222,Gm101,74.91,79.45,51.89,83.98
10357239,Tmem37,-56.18,-56.76,-72.29,-40.01
10357242,Dbi,7.21,10.45,6.23,4.77
10357249,Steap3 or Steap1,11.42,-4.90,22.09,23.56
10357261,Marco,-19.66,-18.54,-25.38,-15.95
10357280,Insig2,-92.20,-89.64,-93.74,-93.57
10357288,Htr5b,34.48,-11.20,56.58,51.34
10357292,Ddx18,39.85,52.61,22.47,41.71
10357298,---,5.85,83.62,-9.00,-71.30
10357300,Dpp10,-45.63,-49.02,-68.83,-27.67
10357328,---,-28.05,-14.08,-20.43,-64.01
10357332,Actr3,63.53,69.69,63.35,57.97
10357339,Lypd1 or Gpr39,-31.98,-19.94,-41.45,-37.74
10357345,Nckap5,-75.23,-48.61,-99.58,-54.79
10357363,Nckap5,-51.56,-44.17,-74.34,-37.54
10357369,Rpl27a or LOC100505355 or Gm13981,88.84,82.91,91.30,91.19
10357371,Tmem163,-53.14,-40.51,-63.96,-54.83
10357381,Ysk4,-28.77,-62.29,-12.12,-24.77
10357391,Zranb3,-71.06,-75.72,-76.19,-60.65
10357418,Lct,-6.83,-3.07,-9.37,-12.66
10357436,Mcm6,66.71,56.32,67.85,76.07
10357454,Dars,-66.34,-64.60,-68.95,-65.62
10357472,Cxcr4,88.92,89.54,86.98,90.51
10357476,---,-20.78,-20.38,-40.13,-8.65
10357478,Rpl31 or Rpl31-ps12,5.85,83.62,-9.00,-71.30
10357480,Daf2 or Cd55,-56.68,-62.19,-38.76,-73.73
10357488,Cd55,-95.70,-91.71,-97.59,-96.82
10357500,Zp3r,-34.69,-39.03,-25.62,-40.76
10357514,---,-5.28,3.39,24.56,-47.00
10357516,C4bp,-26.13,-16.27,-63.08,-16.81
10357529,C4bp-ps1,-19.01,-3.42,-22.90,-46.32
10357535,Pfkfb2,-94.09,-94.90,-89.57,-95.93
10357553,Il24,-15.10,-9.18,-21.29,-16.79
10357562,Il20,-5.15,19.53,18.43,-37.13
10357570,Il19,2.97,-22.17,-16.01,64.99
10357579,Mapkapk2,96.21,95.45,96.47,96.81
10357590,Dyrk3,-29.62,-37.15,-28.03,-23.71
10357594,Rassf5,92.17,92.23,91.00,93.06
10357604,Ikbke,-24.08,-29.72,-22.19,-20.28
10357630,Srgap2,-25.04,3.07,-33.91,-40.18
10357656,---,-81.78,-87.46,-76.19,-80.97
10357658,---,32.73,62.90,15.00,14.83
10357660,Mfsd4,-26.52,-25.40,-21.59,-33.75
10357676,Cdk18,-29.38,-25.52,-26.98,-35.62
10357696,---,22.18,92.64,-48.73,-47.37
10357698,Tmcc2,20.76,21.36,17.91,21.89
10357705,Cntn2,-20.43,-13.23,-22.63,-27.26
10357736,Nfasc,-13.67,-12.65,-14.72,-13.54
10357773,Mdm4,-88.56,-82.24,-90.49,-90.62
10357788,Ppp1r15b,92.42,94.30,93.46,88.92
10357790,Sox13,-19.13,22.44,-58.51,-13.49
10357808,Snrpe,-14.44,-29.04,-9.37,-6.44
10357814,Zc3h11a or Zbed6,-98.77,-98.27,-99.14,-98.89
10357833,Atp2b4,26.18,23.24,13.16,40.23
10357856,---,-13.78,18.61,-16.45,-39.75
10357858,Optc,-4.27,7.30,-23.62,8.38
10357870,Prelp,-50.06,-61.80,-39.70,-50.97
10357875,Btg2,78.76,77.93,79.56,78.69
10357878,Adora1,-29.90,-32.09,-33.80,-24.79
10357886,---,-21.02,-48.83,-7.77,-23.05
10357888,Ppfia4,25.57,13.26,37.26,22.86
10357917,Tmem183a,-49.63,-54.06,-51.07,-44.17
10357927,4931440L10Rik,26.50,51.76,-9.46,37.01
10357932,Ppp1r12b,-67.99,-46.39,-89.77,-62.33
10357944,Ppp1r12b,-51.98,-37.97,-62.47,-57.67
10357946,Ppp1r12b,-74.77,-66.27,-80.53,-76.10
10357948,Ppp1r12b,-47.05,-38.37,-55.11,-48.93
10357950,Ppp1r12b,-90.68,-85.75,-91.82,-93.21
10357952,Ppp1r12b,-72.28,-64.29,-78.73,-73.38
10357954,Ppp1r12b,-69.62,-66.25,-73.96,-67.81
10357965,Lgr6,-22.09,-20.80,-22.83,-22.53
10357986,Ptprv,-12.02,-10.21,-12.04,-13.78
10358023,Gpr37l1,-20.43,-11.07,-17.28,-40.74
10358027,Elf3,-22.79,-26.39,-19.36,-23.62
10358038,Rnpep,94.34,92.59,96.25,94.17
10358050,Timm17a,-77.03,-81.64,-77.63,-70.66
10358057,Shisa4,-53.32,-52.41,-67.01,-41.51
10358064,Ipo9,-14.38,-17.08,-25.32,-2.06
10358091,Nav1,46.79,62.02,42.81,33.73
10358124,Pkp1,-24.53,-12.71,-46.92,-22.04
10358140,Igfn1,30.76,72.10,-42.62,51.47
10358155,---,-4.92,-9.81,32.27,-22.49
10358177,5730559C18Rik,-36.13,-20.16,-38.91,-54.27
10358188,Gpr25,36.37,10.26,36.32,54.90
10358191,Camsap2,-89.34,-86.19,-89.42,-92.54
10358210,Nr5a2,-8.04,-8.76,-12.16,-5.29
10358222,---,-54.50,-8.80,-88.38,-59.04
10358224,Ptprc,23.74,27.98,23.90,19.38
10358259,Nek7,-25.52,-6.44,-22.48,-42.22
10358272,Lhx9,-14.20,-12.48,-12.48,-18.46
10358281,---,46.82,17.62,72.59,36.01
10358283,Crb1,-35.17,-19.02,-62.82,-30.12
10358299,Gm4788,-36.47,-35.91,-38.65,-35.38
10358315,Cfhr1,-23.40,-17.41,-26.19,-28.96
10358324,---,-19.20,-27.34,-12.69,-20.59
10358330,Cfhr2,-44.86,-48.63,-38.70,-49.06
10358339,Cfh,-25.90,-24.91,-25.12,-27.49
10358357,Gm4845,16.95,7.56,4.69,35.13
10358359,Cdc73,-97.75,-97.64,-97.31,-98.40
10358379,Trove2,-93.96,-91.95,-96.44,-92.71
10358389,Rgs2 or LOC100861894,77.30,78.55,77.92,75.43
10358399,Rgs13,-36.48,-29.30,-41.99,-39.72
10358408,Rgs1,-50.80,-70.22,-40.85,-46.66
10358415,Rgs21,-23.11,-46.06,-19.21,-9.93
10358419,---,-22.77,-21.84,-20.16,-26.62
10358421,Rgs18,9.72,11.82,10.70,6.66
10358428,---,-26.70,-23.25,-20.58,-38.68
10358430,---,-14.22,-1.70,-18.34,-30.32
10358432,Zfp825,-97.53,-96.21,-98.68,-97.02
10358434,Pla2g4a,-13.85,-14.26,-10.96,-16.97
10358454,Rbm3 or Gm15453,15.32,12.18,11.47,23.53
10358457,Bex4,-36.78,-31.89,-26.09,-66.05
10358459,BC003331 or Tpr,-97.04,-96.30,-97.74,-96.89
10358476,Prg4,-67.96,-60.67,-52.42,-88.67
10358490,Hmcn1,-47.54,-39.62,-35.49,-71.06
10358513,Hmcn1,-49.17,-35.07,-43.53,-71.82
10358515,---,-48.85,-29.64,-48.72,-83.91
10358517,Hmcn1,-60.42,-55.41,-56.93,-70.05
10358519,Hmcn1,-24.41,-32.49,-35.43,-11.99
10358521,Hmcn1,-58.72,-52.29,-59.28,-65.86
10358523,---,-74.54,-33.14,-87.79,-90.25
10358525,---,-64.20,-61.71,-51.52,-82.97
10358527,---,-44.57,-47.24,-51.51,-36.61
10358529,---,-68.11,-60.11,-82.03,-62.47
10358531,---,-80.77,-70.06,-91.27,-77.03
10358533,---,-78.22,-86.19,-67.78,-80.36
10358535,---,-69.44,-40.72,-98.93,-79.90
10358537,---,-9.36,-27.21,-9.56,2.11
10358539,---,-54.25,-37.75,-67.28,-60.76
10358541,---,-71.69,-85.46,-42.96,-84.16
10358543,---,-30.16,-21.00,-22.90,-53.36
10358545,Hmcn1,-57.11,-77.08,-29.13,-68.65
10358547,Hmcn1,-81.92,-64.88,-89.50,-86.92
10358549,---,-62.65,-67.96,-59.01,-61.61
10358551,Hmcn1,-26.76,-17.90,-17.87,-53.16
10358553,---,-78.61,-79.47,-81.69,-74.25
10358555,---,-66.96,-54.56,-96.42,-44.69
10358557,---,-86.43,-74.28,-88.20,-93.43
10358559,---,-74.25,-76.26,-82.73,-63.05
10358561,---,-73.33,-77.65,-78.51,-63.63
10358563,Hmcn1,-64.72,-59.69,-65.84,-68.94
10358565,---,-61.60,-61.31,-52.62,-72.49
10358567,---,-80.29,-68.98,-87.63,-84.11
10358569,---,-82.01,-90.28,-69.86,-84.38
10358571,Hmcn1,-82.24,-75.53,-85.32,-84.88
10358573,---,-68.79,-54.54,-62.81,-86.58
10358575,Hmcn1,-54.57,-49.58,-64.01,-51.33
10358577,---,-78.47,-92.58,-48.36,-90.12
10358579,---,-54.38,-33.42,-51.45,-82.44
10358581,---,-68.92,-57.43,-60.96,-86.73
10358583,Hmcn1,-72.12,-72.73,-77.59,-66.28
10358585,Hmcn1,-46.36,-38.81,-46.75,-54.69
10358587,---,-59.28,-56.30,-51.07,-72.00
10358589,---,-50.85,-29.90,-45.68,-83.18
10358591,Hmcn1,-74.00,-81.71,-72.16,-66.07
10358593,Hmcn1,-51.74,-39.31,-62.22,-57.35
10358595,---,-68.56,-55.33,-86.88,-63.95
10358597,---,-62.52,-39.14,-73.49,-83.03
10358599,---,-26.67,-24.01,-12.94,-56.04
10358601,Hmcn1,-29.32,-8.19,-45.31,-50.74
10358603,---,-21.89,-15.42,-17.02,-37.14
10358605,---,-34.56,-29.96,-39.92,-33.60
10358607,Hmcn1,-74.39,-62.17,-87.81,-71.29
10358609,---,-29.09,-26.47,-31.58,-29.52
10358611,---,-59.76,-35.91,-78.08,-69.14
10358613,---,-89.87,-88.35,-96.47,-80.15
10358615,Hmcn1,-31.19,-42.76,-17.48,-37.42
10358617,---,-49.40,-33.94,-73.93,-48.05
10358619,Hmcn1,-45.79,-48.71,-51.85,-37.48
10358621,Hmcn1,-62.32,-88.81,-35.77,-60.04
10358623,---,-60.97,-64.21,-60.40,-58.67
10358625,---,-16.44,-32.35,-8.80,-13.54
10358627,---,-54.78,-80.24,-40.50,-47.38
10358629,---,-46.87,-35.41,-69.51,-40.38
10358631,Hmcn1,-84.41,-76.17,-79.10,-94.09
10358633,---,-59.03,-52.12,-68.26,-57.41
10358635,Hmcn1,-41.14,-71.05,-42.21,-17.25
10358637,Hmcn1,-45.73,-34.41,-61.96,-42.79
10358648,---,-58.66,-62.62,-71.09,-44.25
10358650,---,-70.36,-76.50,-53.99,-79.72
10358652,---,-49.14,-52.28,-40.21,-56.53
10358654,Hmcn1,-71.00,-54.23,-84.44,-75.04
10358656,---,-56.10,-53.43,-53.66,-62.50
10358658,---,-67.80,-61.67,-59.68,-81.19
10358660,Hmcn1,-66.39,-88.60,-57.43,-51.96
10358662,---,-75.42,-93.46,-71.74,-56.31
10358664,---,-68.72,-83.07,-70.29,-54.41
10358666,Hmcn1,-54.13,-29.52,-73.47,-64.99
10358668,---,-81.78,-81.13,-62.61,-93.93
10358670,---,-64.05,-59.35,-59.89,-74.33
10358672,Hmcn1,-14.14,-19.81,-7.89,-15.96
10358675,Ivns1abp,88.66,86.16,85.43,91.79
10358677,1200016B10Rik,-99.53,-99.59,-99.29,-99.68
10358698,Rnf2,-83.50,-72.24,-87.07,-88.20
10358709,Cox7b,-55.36,-48.33,-56.94,-59.00
10358711,---,62.08,-19.83,79.58,80.40
10358713,1700025G04Rik,-87.67,-83.47,-81.49,-94.35
10358717,1700025G04Rik,-65.97,-46.58,-80.07,-67.79
10358726,Tsen15,-35.34,-58.15,-25.26,-19.92
10358733,Rgl1,-28.27,-17.45,-34.25,-30.93
10358754,---,-23.05,-30.92,-23.08,-15.93
10358757,Smg7,-80.87,-82.67,-82.63,-76.88
10358785,---,65.01,68.31,80.89,40.27
10358787,Lamc2,-39.96,-39.50,-25.78,-60.58
10358816,Lamc1,-93.42,-90.17,-95.38,-93.93
10358845,E330020D12Rik,-21.69,-10.63,-24.38,-33.23
10358849,Dhx9,-61.03,-56.17,-66.24,-60.68
10358879,Npl,-7.27,-10.31,-11.23,-1.23
10358892,F630010C12Rik,5.90,-26.99,54.44,3.04
10358894,Sord,7.51,-10.85,13.13,19.62
10358896,Rgsl1,-4.18,58.04,-48.22,-4.68
10358913,Rgsl1,-38.82,-74.00,-18.76,-33.85
10358921,5830403L16Rik,7.62,-4.95,38.33,-2.92
10358926,---,-0.57,34.87,-4.36,-16.31
10358928,Cacna1e,-27.33,-22.77,-26.45,-34.57
10358978,Ier5,86.28,86.60,86.88,85.53
10358982,Mr1,-58.98,-65.67,-55.68,-54.39
10358991,BC034090,-41.26,-37.71,-62.03,-27.75
10358999,Xpr1,-87.28,-81.79,-91.10,-86.55
10359024,Gm5532,-16.93,-9.60,-29.93,-16.01
10359027,Lhx4,66.64,80.40,6.30,81.56
10359034,Qsox1,-28.39,-34.02,-29.85,-21.08
10359050,Cep350,-93.11,-89.34,-94.06,-94.45
10359078,Cep350,-93.86,-91.55,-96.03,-93.34
10359080,Cep350,-89.88,-80.49,-92.55,-90.88
10359082,---,-89.72,-79.16,-92.24,-92.74
10359084,Cep350,-82.95,-79.64,-82.00,-86.15
10359086,Cep350,-68.61,-68.67,-72.13,-64.47
10359097,Tor1aip1 or Tor1aip2,68.70,68.83,71.75,64.58
10359113,Fam163a,-20.75,-6.43,-30.42,-34.86
10359118,Tdrd5,-50.83,-48.03,-67.67,-39.55
10359136,9430070O13Rik,-41.54,-46.10,-32.09,-47.20
10359161,Soat1,67.39,75.61,63.36,61.75
10359181,Tor3a,68.14,67.89,65.30,70.39
10359190,Fam20b,-38.73,-34.78,-45.70,-35.14
10359201,Ralgps2,-59.40,-61.30,-57.57,-59.19
10359225,1700057K13Rik,-62.99,-81.10,-36.07,-71.83
10359235,Rasal2,-80.61,-70.71,-86.38,-85.66
10359255,Fam5b,-4.93,-2.25,-4.16,-13.36
10359266,Pappa2,-17.69,-21.16,-15.88,-15.91
10359280,Pappa2,-55.50,-58.32,-31.39,-81.51
10359282,Pappa2,-37.82,-36.19,-27.36,-53.66
10359293,1600012P17Rik,51.18,19.99,80.80,21.17
10359297,Atp5h,34.77,4.96,51.55,44.49
10359299,---,71.67,52.17,89.18,59.86
10359303,4930562F07Rik,-15.21,-22.07,-15.52,-9.87
10359307,Tnn,-12.34,-17.87,-9.76,-9.58
10359334,Cacybp,-84.11,-75.03,-84.89,-90.11
10359339,Rabgap1l,-98.34,-97.68,-98.41,-98.76
10359375,Gpr52,-67.56,-63.93,-70.85,-68.08
10359377,Zbtb37,-95.67,-94.32,-90.81,-98.73
10359386,Dars2,-37.00,-45.52,-43.39,-21.62
10359405,Klhl20,-78.22,-77.12,-72.08,-83.30
10359419,4930469G21Rik,-13.28,-10.54,-14.74,-14.55
10359422,Prdx6 or LOC677654,-22.99,-31.51,-20.00,-16.64
10359428,Aph1a,83.05,78.32,81.73,87.87
10359434,Fasl,-48.52,-58.80,-43.93,-44.18
10359446,AI848100,-97.80,-95.22,-99.49,-98.24
10359473,4930558K02Rik,-33.15,-17.53,-22.93,-69.18
10359480,Dnm3,-43.44,-28.72,-46.13,-65.54
10359504,Dnm3os,-69.89,-80.53,-25.32,-99.41
10359506,Mettl13,54.74,34.52,49.15,73.85
10359518,Eif4e1b,-48.62,-36.44,-59.08,-49.69
