Probeset_ID,Gene Symbol,Mo Bl Ly6C+ II-,Sample_,Sample_,Sample_
10342063,---,92.39,87.06,92.79,95.57
10342064,---,-92.80,-95.99,-91.92,-86.52
10342065,---,84.90,83.33,86.93,84.11
10342066,---,-0.26,-18.33,30.83,6.14
10342067,---,30.26,22.95,43.51,25.41
10342068,---,-11.03,-28.59,-15.59,10.98
10342069,---,97.38,97.97,96.72,97.44
10342070,---,49.74,-7.57,43.38,86.88
10342071,---,-8.80,12.20,4.56,-45.58
10342072,---,51.58,77.45,29.33,38.82
10342073,---,58.30,72.33,65.05,28.75
10342074,---,-5.34,-21.29,67.16,-48.84
10342075,---,99.34,99.69,98.78,99.30
10342076,---,-32.91,-49.92,-4.17,-43.93
10342077,---,52.05,-5.64,59.11,78.34
10342078,---,29.82,38.23,-24.88,69.02
10342079,---,92.12,98.07,88.40,76.68
10342080,---,67.24,80.96,66.56,49.76
10342081,---,59.44,65.69,45.46,62.14
10342082,---,80.17,71.22,66.72,94.24
10342083,---,28.58,19.75,40.42,26.46
10342084,---,40.73,32.19,80.31,-19.10
10342085,---,35.54,-54.40,82.79,54.36
10342086,---,72.50,72.98,62.04,80.21
10342087,---,89.98,88.48,80.57,95.33
10342088,---,87.82,73.09,92.75,91.26
10342089,---,-29.63,-14.70,-30.82,-43.05
10342090,---,71.50,40.53,86.82,72.57
10342091,---,89.83,70.24,90.05,97.53
10342092,---,96.59,97.97,96.22,94.80
10342093,---,-37.03,-5.35,-60.03,-55.33
10342094,---,-64.62,-71.42,-75.46,-38.49
10342095,---,89.50,88.41,89.56,90.59
10342096,---,-48.58,-46.54,-55.86,-41.57
10342097,---,75.90,77.33,57.76,85.84
10342098,---,11.67,8.33,6.53,19.65
10342099,---,-25.10,-35.44,-10.08,-28.99
10342100,---,-55.48,-62.40,-40.57,-61.54
10342101,---,77.72,65.28,87.47,76.69
10342102,---,96.31,96.35,94.04,97.52
10342103,---,-23.83,-11.82,-29.31,-30.46
10342104,---,16.64,7.09,12.62,28.68
10342105,---,35.51,-33.84,48.94,76.23
10342106,---,94.10,92.67,94.17,95.13
10342107,---,8.60,41.05,0.68,-14.11
10342108,---,97.99,98.11,97.68,98.29
10342109,---,70.51,59.74,71.32,79.17
10342110,---,-23.25,-60.54,11.97,-16.24
10342111,---,23.91,-0.45,28.86,38.24
10342112,---,15.62,-9.19,32.76,28.94
10342113,---,83.01,71.30,87.56,87.40
10342114,---,65.71,10.28,76.28,82.37
10342115,---,25.17,8.79,21.82,41.70
10342116,---,96.18,93.85,98.12,95.27
10342117,---,56.40,78.96,31.50,51.53
10342118,---,18.23,19.19,41.23,-5.98
10342119,---,72.95,55.49,82.25,75.37
10342120,---,60.71,63.74,59.11,60.07
10342121,---,97.99,98.32,95.38,99.08
10342122,---,-14.10,-47.17,-53.95,58.21
10342123,---,81.99,78.21,77.61,87.77
10342124,---,85.78,75.03,88.00,91.87
10342125,---,79.11,77.90,74.97,83.46
10342126,---,-0.31,-7.82,-18.93,32.20
10342127,---,82.64,92.71,75.66,72.32
10342128,---,82.48,92.30,75.67,71.64
10342129,---,33.42,47.10,30.16,20.29
10342130,---,45.27,30.37,62.31,40.81
10342131,---,19.20,18.98,14.95,24.19
10342132,---,93.02,87.31,96.32,93.34
10342133,---,97.46,94.98,98.24,98.50
10342134,---,-71.43,-33.33,-70.33,-94.99
10342135,---,-33.64,-8.19,-42.70,-58.29
10342136,---,94.83,83.04,98.91,95.09
10342137,---,47.05,48.38,40.93,52.29
10342138,---,-46.34,-68.10,-33.18,-29.03
10342139,---,61.36,43.79,62.37,73.33
10342140,---,73.59,69.30,76.68,74.81
10342141,---,53.86,23.05,6.79,90.84
10342142,---,90.89,87.43,90.73,94.12
10342143,---,51.02,17.21,31.34,84.95
10342144,---,60.41,51.97,46.59,77.19
10342145,---,-8.45,29.62,7.79,-52.30
10342146,---,20.73,13.17,-8.70,56.86
10342147,---,67.29,50.60,90.17,37.38
10342148,---,63.95,49.97,73.04,66.83
10342149,---,13.08,-20.84,4.29,54.55
10342150,---,66.06,65.01,27.20,86.87
10342151,---,27.01,19.77,34.59,27.43
10342152,---,52.42,60.20,48.05,48.23
10342153,---,-26.71,23.25,-17.70,-91.06
10342154,---,-0.32,-17.54,-11.63,19.47
10342155,---,27.41,44.68,48.57,-14.49
10342156,---,7.94,48.36,-52.93,24.14
10342157,---,-84.72,-85.30,-82.02,-86.59
10342158,---,7.85,-10.22,-4.63,40.27
10342159,---,41.43,61.01,5.99,36.37
10342160,---,40.51,53.76,21.87,43.92
10342161,---,46.01,-18.40,74.36,63.75
10342162,---,65.50,66.52,83.10,32.46
10342163,---,3.70,7.65,13.98,-6.64
10342164,---,94.78,84.18,96.89,97.74
10342165,---,87.42,92.90,73.07,91.37
10342166,---,47.43,22.70,39.62,72.77
10342167,---,-49.67,-0.28,-60.88,-86.62
10342168,---,91.96,92.49,96.41,84.45
10342169,---,45.80,39.27,9.96,72.38
10342170,---,61.23,57.25,55.72,74.23
10342171,---,-15.75,-1.99,-41.71,-1.03
10342172,---,46.19,44.09,30.61,63.13
10342173,---,58.87,61.55,49.20,65.25
10342174,---,99.29,99.21,99.64,98.73
10342175,---,87.34,89.92,95.41,49.55
10342176,---,97.10,95.85,98.29,96.77
10342177,---,69.45,73.15,47.78,81.90
10342178,---,79.51,68.37,82.82,85.16
10342179,---,63.12,48.79,77.18,61.98
10342180,---,1.69,-10.98,11.52,-6.55
10342181,---,72.07,67.94,65.16,81.02
10342182,---,80.92,86.08,77.81,78.33
10342183,---,-4.49,-33.51,56.91,-26.87
10342184,---,38.14,18.53,44.71,47.22
10342185,---,18.90,36.07,28.52,-7.53
10342186,---,-58.46,-55.11,-60.02,-60.60
10342187,---,55.93,58.56,76.61,18.74
10342188,---,97.91,97.86,98.55,97.27
10342189,---,46.17,57.47,15.59,60.83
10342190,---,33.16,-4.35,-8.02,82.56
10342191,---,71.02,37.81,73.71,86.77
10342192,---,-40.62,6.99,-69.71,-51.41
10342193,---,70.81,77.08,54.26,75.85
10342194,---,71.18,25.37,38.87,98.13
10342195,---,-16.16,-26.97,12.53,-42.99
10342196,---,12.06,-14.06,19.43,27.75
10342197,---,9.48,10.33,16.57,2.59
10342198,---,22.28,52.65,12.63,-0.62
10342199,---,79.85,67.83,91.55,70.12
10342200,---,-3.81,-9.68,1.75,-3.17
10342201,---,23.90,25.68,19.26,27.36
10342202,---,79.51,84.65,83.88,67.43
10342203,---,81.75,57.30,84.59,93.05
10342204,---,39.43,10.84,63.88,37.17
10342205,---,51.54,42.59,78.33,17.91
10342206,---,42.38,40.92,30.58,55.27
10342207,---,95.05,84.71,96.35,97.93
10342208,---,47.56,76.24,24.32,28.50
10342209,---,15.05,2.38,-14.39,52.62
10342210,---,92.02,90.26,93.80,91.63
10342211,---,46.15,30.56,43.64,61.33
10342212,---,62.28,72.65,65.85,46.91
10342213,---,98.03,98.60,90.69,99.69
10342214,---,-13.72,-24.16,-10.04,-9.77
10342215,---,-62.32,-64.62,-75.93,-45.26
10342216,---,81.83,63.85,87.05,86.21
10342217,---,87.90,85.48,86.69,89.95
10342218,---,34.87,37.10,28.08,38.28
10342219,---,34.22,34.06,65.62,-7.92
10342220,---,92.97,91.19,92.34,94.87
10342221,---,90.51,82.91,92.53,94.49
10342222,---,98.82,97.57,99.46,98.84
10342223,---,79.88,74.06,76.97,87.39
10342224,---,39.57,38.04,50.81,29.68
10342225,---,-56.30,-43.34,-83.25,-26.39
10342226,---,-46.05,-45.29,-60.89,-35.44
10342227,---,25.60,58.21,7.95,10.08
10342228,---,96.75,94.06,98.20,96.47
10342229,---,42.75,48.94,37.00,41.54
10342230,---,74.40,61.58,92.61,50.77
10342231,---,77.11,67.77,77.52,84.80
10342232,---,76.17,42.15,90.26,80.39
10342233,---,92.80,91.23,96.86,89.44
10342234,---,53.86,60.58,42.56,56.39
10342235,---,95.23,68.75,97.82,98.33
10342236,---,96.17,81.93,98.05,98.80
10342237,---,27.55,-20.66,61.35,34.44
10342238,---,-1.69,-22.09,24.11,0.08
10342239,---,71.61,11.08,89.02,85.28
10342240,---,25.63,45.17,20.40,6.66
10342241,---,83.95,76.70,88.00,85.90
10342242,---,82.74,82.27,75.13,88.85
10342243,---,18.43,15.35,11.65,25.37
10342244,---,50.63,-0.26,46.16,78.17
10342245,---,92.83,97.68,86.06,90.80
10342246,---,66.43,74.12,76.32,46.77
10342247,---,91.98,89.83,95.83,87.59
10342248,---,98.16,97.41,98.51,98.48
10342249,---,21.13,29.28,-17.38,54.40
10342250,---,64.56,47.05,51.08,84.17
10342251,---,-10.48,-3.40,-31.31,-4.71
10342252,---,-16.72,-9.49,-14.42,-27.22
10342253,---,-4.46,-8.10,-21.99,37.15
10342254,---,-32.08,-1.97,-66.56,-20.03
10342255,---,5.07,-12.58,29.11,-0.16
10342256,---,96.00,93.07,93.26,98.69
10342257,---,11.19,37.36,-23.81,32.19
10342258,---,76.69,52.51,85.09,81.80
10342259,---,77.87,42.17,80.29,90.64
10342260,---,13.37,50.49,-23.69,6.97
10342261,---,98.27,97.94,98.01,98.59
10342262,---,-4.98,-2.91,-4.96,-7.51
10342263,---,56.84,41.75,60.13,66.78
10342264,---,86.34,68.58,93.51,91.71
10342265,---,-61.48,-41.18,-59.58,-84.64
10342266,---,99.04,96.74,99.96,98.65
10342267,---,97.40,98.03,97.45,96.33
10342268,---,96.15,98.18,95.61,94.18
10342269,---,75.30,34.00,79.33,90.70
10342270,---,33.78,49.56,50.08,-1.64
10342271,---,61.05,19.94,74.73,75.50
10342272,---,21.48,40.02,-7.18,34.61
10342273,---,-58.31,-81.39,-45.59,-45.24
10342274,---,-20.05,-25.94,-8.04,-28.19
10342275,---,53.55,23.11,89.14,15.59
10342276,---,43.74,49.71,43.39,38.36
10342277,---,-47.53,-41.39,-81.52,-13.47
10342278,---,42.79,31.97,-0.55,75.54
10342279,---,92.48,72.64,97.94,94.69
10342280,---,-29.16,0.68,-70.64,-15.41
10342281,---,87.59,77.02,84.74,94.77
10342282,---,98.96,98.94,99.14,98.81
10342283,---,73.64,57.43,88.59,63.98
10342284,---,14.46,13.36,9.56,21.45
10342285,---,18.98,-13.84,-11.35,71.83
10342286,---,96.49,97.93,96.29,93.99
10342287,---,-17.98,-60.25,28.53,-15.74
10342288,---,55.22,16.33,50.72,84.58
10342289,---,30.23,8.43,53.37,22.99
10342290,---,7.94,-62.92,35.93,55.95
10342291,---,-20.65,-52.82,30.97,-28.60
10342292,---,98.98,98.53,99.20,99.17
10342293,---,13.24,9.98,17.42,12.60
10342294,---,-26.89,-23.37,-37.83,-18.11
10342295,---,-38.29,-62.56,-62.75,-1.44
10342296,---,22.67,41.90,26.52,-2.35
10342297,---,88.35,95.78,78.63,84.58
10342298,---,-49.51,-66.03,-17.88,-58.50
10342299,---,59.24,53.08,44.93,73.84
10342300,---,-2.63,21.86,-25.16,-0.76
10342301,---,92.89,89.30,95.67,92.57
10342302,---,33.87,33.98,36.51,30.76
10342303,---,17.46,-16.25,17.76,50.00
10342304,---,78.28,89.84,68.07,70.87
10342305,---,47.94,31.53,80.75,7.89
10342306,---,-28.52,-72.94,-35.70,5.71
10342307,---,10.57,1.32,17.70,14.28
10342308,---,-1.71,12.10,-10.51,-8.55
10342309,---,-35.60,-49.57,-11.46,-49.65
10342310,---,93.68,94.23,86.03,97.24
10342311,---,95.56,97.08,96.66,91.88
10342312,---,23.74,-0.51,17.58,48.30
10342313,---,94.66,97.86,96.99,83.62
10342314,---,33.15,19.94,42.84,36.72
10342315,---,49.40,62.19,62.33,19.84
10342316,---,25.86,16.52,2.63,50.05
10342317,---,-21.61,47.74,-77.26,-14.23
10342318,---,-0.48,-36.63,64.75,-34.54
10342319,---,13.56,19.24,19.74,0.35
10342320,---,92.42,86.50,89.90,96.89
10342321,---,-3.46,32.61,-5.03,-19.31
10342322,---,97.89,96.51,99.26,96.41
10342323,---,89.78,96.02,92.58,71.14
10342324,---,-74.45,-78.68,-74.65,-68.86
10342325,---,53.17,6.51,89.44,20.38
10342326,---,9.74,-80.37,66.57,53.86
10342327,---,99.50,99.47,99.34,99.67
10342328,---,-34.48,-39.68,-32.68,-31.25
10342329,---,-47.51,-56.21,-56.14,-32.37
10342330,---,85.47,70.89,95.03,80.27
10342331,---,-23.55,-85.89,-6.86,-1.80
10342332,---,41.00,52.58,28.58,40.69
10342333,---,94.29,97.28,97.10,81.89
10342334,---,54.66,9.83,76.81,61.37
10342335,---,92.31,73.40,93.27,98.52
10342336,---,85.80,66.04,90.11,91.90
10342337,---,-0.10,-0.81,-0.04,1.34
10342338,---,50.78,72.86,40.22,32.35
10342339,---,84.28,81.55,89.44,79.53
10342340,---,6.32,28.52,-3.01,-4.55
10342341,---,4.26,72.53,-71.50,14.31
10342342,---,-62.63,-43.03,-84.51,-59.34
10342343,---,-79.82,-59.25,-73.26,-95.02
10342344,---,70.82,90.38,54.62,60.62
10342345,---,27.51,47.13,-20.85,55.08
10342346,---,77.31,74.58,77.70,79.61
10342347,---,-24.98,-48.62,-76.65,53.08
10342348,---,-96.91,-98.01,-97.04,-95.73
10342349,---,-20.95,-23.71,-12.02,-27.64
10342350,---,-36.30,-32.30,-17.20,-59.28
10342351,---,-5.94,-19.37,-13.36,23.07
10342352,---,-89.07,-90.11,-81.55,-93.46
10342353,---,5.16,24.37,-16.01,10.57
10342354,---,18.21,-29.90,35.66,47.76
10342355,---,72.51,69.62,68.40,78.86
10342356,---,78.04,75.25,69.69,87.27
10342357,---,96.17,84.81,98.78,97.63
10342358,---,-0.42,-8.02,4.00,-4.04
10342359,---,-29.11,9.21,-24.06,-65.70
10342360,---,62.40,70.85,62.36,52.51
10342361,---,94.49,84.64,92.98,99.04
10342362,---,28.18,-24.58,27.18,70.79
10342363,---,-12.11,-28.87,-6.91,-2.24
10342364,---,33.18,35.58,22.40,40.75
10342365,---,87.29,71.27,95.98,79.40
10342366,---,39.74,38.92,28.58,51.94
10342367,---,26.35,80.10,-9.64,-8.81
10342368,---,50.85,48.38,54.32,50.24
10342369,---,6.22,31.31,1.79,-18.56
10342370,---,60.34,76.37,66.43,25.66
10342371,---,66.98,5.53,69.96,88.22
10342372,---,-48.47,-35.15,-64.45,-39.35
10342373,---,62.12,29.55,88.08,49.76
10342374,---,57.60,10.92,93.10,25.37
10342375,---,-19.08,25.53,-67.21,-7.10
10342376,---,23.07,16.82,34.68,17.07
10342377,---,77.12,68.41,88.12,73.48
10342378,---,68.61,74.68,76.78,43.52
10342379,---,4.54,-26.15,-33.30,68.01
10342380,---,32.71,27.39,18.80,50.66
10342381,---,82.58,70.08,96.02,57.86
10342382,---,43.29,35.02,45.09,49.12
10342383,---,83.09,81.07,72.70,92.26
10342384,---,-18.54,-24.78,-41.81,10.78
10342385,---,78.94,75.36,79.53,82.30
10342386,---,75.58,78.11,83.72,62.93
10342387,---,96.10,91.36,96.93,97.84
10342388,---,76.27,46.69,96.29,63.47
10342389,---,72.82,78.46,64.81,74.34
10342390,---,-32.06,-13.59,2.52,-76.46
10342391,---,63.83,77.25,-29.42,91.17
10342392,---,-16.22,-11.22,-16.26,-20.91
10342393,---,71.90,77.25,86.41,42.69
10342394,---,-12.92,0.66,-43.05,2.03
10342395,---,-60.50,-57.82,-74.15,-49.46
10342396,---,-2.50,-17.07,56.77,-20.11
10342397,---,9.01,15.84,11.89,0.34
10342398,---,90.65,86.22,84.60,95.98
10342399,---,90.93,83.23,94.19,92.40
10342400,---,43.91,53.92,39.19,38.17
10342401,---,92.48,88.99,94.42,92.90
10342402,---,20.06,12.71,20.06,26.54
10342403,---,93.67,94.18,92.63,94.07
10342404,---,73.68,65.98,69.02,81.71
10342405,---,-16.97,-4.20,-25.75,-26.04
10342406,---,-44.10,-45.20,-46.33,-41.08
10342407,---,90.86,96.24,82.05,87.84
10342408,---,-10.85,16.80,-0.69,-62.63
10342409,---,77.79,58.13,81.37,84.90
10342410,---,80.63,74.58,75.42,89.10
10342411,---,97.54,96.78,97.41,98.29
10342412,---,31.36,31.49,37.85,25.90
10342413,---,65.36,70.11,68.26,56.18
10342414,---,25.40,39.18,24.78,10.02
10342415,---,-13.60,5.89,-36.94,-5.91
10342416,---,28.95,25.17,32.06,29.56
10342417,---,-12.28,-9.56,-9.47,-18.46
10342418,---,96.83,95.15,98.57,96.34
10342419,---,-15.33,43.46,7.97,-84.48
10342420,---,93.11,81.01,97.01,96.10
10342421,---,70.47,35.80,97.11,19.31
10342422,---,96.71,95.31,98.63,94.45
10342423,---,56.72,44.57,61.61,60.67
10342424,---,85.19,83.67,82.33,89.06
10342425,---,-18.99,-31.58,-14.42,-13.68
10342426,---,72.11,60.11,58.05,88.42
10342427,---,94.39,65.80,96.52,98.64
10342428,---,50.52,59.21,52.61,37.15
10342429,---,15.92,-2.03,38.66,11.25
10342430,---,63.96,61.69,59.66,69.90
10342431,---,1.50,1.73,4.75,-1.92
10342432,---,94.81,90.63,95.68,96.65
10342433,---,60.64,22.48,78.11,71.14
10342434,---,94.56,86.73,95.85,96.75
10342435,---,-69.89,-56.24,-50.12,-95.19
10342436,---,11.84,16.72,24.66,0.81
10342437,---,-15.93,-55.75,4.88,10.45
10342438,---,99.05,99.47,98.03,99.14
10342439,---,-0.03,-61.80,26.57,44.55
10342440,---,86.55,83.71,89.14,85.62
10342441,---,96.95,97.39,96.99,96.51
10342442,---,-71.01,-62.78,-73.68,-75.82
10342443,---,57.12,54.40,72.64,40.19
10342444,---,48.75,50.05,55.81,37.04
10342445,---,73.24,52.86,71.61,85.49
10342446,---,52.76,59.99,28.17,64.40
10342447,---,99.30,99.16,99.01,99.56
10342448,---,-17.82,-3.02,-27.12,-39.55
10342449,---,99.43,98.51,99.72,99.64
10342450,---,94.74,90.56,98.69,92.42
10342451,---,81.39,77.53,90.13,74.36
10342452,---,95.01,91.47,94.98,97.02
10342453,---,85.45,88.51,85.74,82.72
10342454,---,-90.04,-68.27,-92.57,-98.54
10342455,---,42.04,15.57,62.58,45.39
10342456,---,-8.44,-11.09,-8.72,-5.90
10342457,---,87.19,86.55,93.06,79.61
10342458,---,79.27,54.37,79.93,92.02
10342459,---,-46.07,-37.81,-49.04,-49.77
10342460,---,31.25,22.22,43.83,29.49
10342461,---,-42.33,-55.25,-57.59,-0.04
10342462,---,54.33,64.22,28.81,65.05
10342463,---,82.12,88.77,76.05,79.48
10342464,---,-0.85,-44.82,15.86,35.59
10342465,---,87.22,88.87,95.23,68.31
10342466,---,47.37,64.51,42.59,34.55
10342467,---,17.43,-4.79,-3.19,54.56
10342468,---,56.18,-8.88,88.55,58.74
10342469,---,-25.70,6.26,-63.92,-21.19
10342470,---,85.75,91.79,69.28,90.43
10342471,---,24.88,84.66,-71.63,43.07
10342472,---,47.37,42.86,50.58,48.17
10342473,---,27.14,45.59,14.74,21.86
10342474,---,40.37,26.74,8.62,71.12
10342475,---,53.49,56.34,44.51,58.38
10342476,---,48.75,25.85,63.51,51.84
10342477,---,17.30,-17.64,3.07,63.66
10342478,---,-53.25,-74.33,-8.07,-67.41
10342479,---,40.63,62.26,17.63,39.36
10342480,---,68.12,85.35,79.32,4.36
10342481,---,-52.85,-49.39,-80.97,-30.90
10342482,---,5.07,39.44,-21.72,14.65
10342483,---,18.36,-7.77,11.65,47.92
10342484,---,82.60,64.24,86.09,91.29
10342485,---,77.32,68.08,87.32,69.21
10342486,---,-94.10,-94.86,-97.49,-85.81
10342487,---,58.80,18.84,67.12,77.35
10342488,---,-68.28,-78.80,-65.80,-56.32
10342489,---,3.84,-24.61,53.79,-6.65
10342490,---,9.48,0.76,12.57,16.54
10342491,---,87.11,51.30,97.26,85.03
10342492,---,83.12,76.86,81.68,88.88
10342493,---,38.14,51.85,11.58,48.39
10342494,---,61.22,79.98,28.32,66.88
10342495,---,16.03,20.76,22.70,0.46
10342496,---,97.09,96.29,97.26,97.69
10342497,---,66.66,41.46,76.25,77.01
10342498,---,24.95,0.35,29.31,43.15
10342499,---,27.98,22.71,18.20,44.06
10342500,---,16.61,45.13,43.36,-33.62
10342501,---,42.23,51.25,1.22,60.47
10342502,---,-32.82,-46.12,-19.46,-30.31
10342503,---,91.47,95.60,91.64,82.07
10342504,---,32.07,45.84,26.46,25.83
10342505,---,-21.68,27.49,19.72,-83.52
10342506,---,97.38,95.48,98.20,97.71
10342507,---,46.52,-1.86,52.33,71.95
10342508,---,49.72,46.38,63.36,38.09
10342509,---,54.61,70.90,33.68,50.97
10342510,---,72.01,59.96,82.06,69.76
10342511,---,-33.01,-30.20,-44.21,-26.15
10342512,---,17.63,21.55,19.76,12.08
10342513,---,12.76,12.02,45.39,-18.19
10342514,---,42.24,49.55,45.76,29.94
10342515,---,83.33,71.36,76.69,94.38
10342516,---,99.68,99.89,99.66,99.40
10342517,---,91.59,84.87,93.08,94.03
10342518,---,-46.22,-36.38,-51.66,-50.31
10342519,---,15.92,-43.68,49.01,49.65
10342520,---,92.70,80.29,95.31,97.15
10342521,---,72.95,55.01,63.23,89.87
10342522,---,0.05,5.77,2.77,-11.65
10342523,---,46.78,58.68,32.51,47.22
10342524,---,32.71,-7.67,57.78,41.70
10342525,---,-58.89,-54.59,-57.65,-64.26
10342526,---,1.69,-1.79,34.58,-16.21
10342527,---,96.64,93.54,93.96,99.18
10342528,---,68.98,68.98,69.97,68.29
10342529,---,62.70,13.58,87.32,70.09
10342530,---,-85.57,-86.64,-79.81,-88.52
10342531,---,4.68,-4.97,-8.11,27.94
10342532,---,-61.65,-39.86,-58.44,-79.57
10342533,---,42.03,43.46,38.02,45.13
10342534,---,70.95,73.94,65.02,72.48
10342535,---,5.98,8.50,1.15,11.38
10342536,---,69.53,38.10,88.36,69.49
10342537,---,18.87,27.28,8.86,20.32
10342538,---,52.72,43.75,52.63,59.99
10342539,---,65.81,59.56,21.75,88.74
10342540,---,77.61,64.37,72.46,89.26
10342541,---,34.73,19.37,81.11,-21.59
10342542,---,99.27,95.81,99.54,99.91
10342543,---,37.30,35.76,18.51,51.57
10342544,---,41.67,19.11,40.23,61.51
10342545,---,36.85,34.48,30.44,45.78
10342546,---,83.90,89.82,82.81,79.42
10342547,---,-6.07,-20.38,13.75,-8.47
10342548,---,95.08,91.92,97.04,95.72
10342549,---,91.26,94.24,70.82,96.67
10342550,---,-3.10,53.58,-35.15,-16.36
10342551,---,54.24,61.03,56.15,43.42
10342552,---,95.52,96.97,93.63,95.56
10342553,---,46.14,54.49,46.63,37.50
10342554,---,-39.02,-34.42,-54.07,-27.81
10342555,---,33.64,23.58,46.87,32.68
10342556,---,71.68,44.23,79.58,82.38
10342557,---,72.12,38.89,81.83,82.75
10342558,---,83.20,47.43,89.93,93.28
10342559,---,82.96,73.85,86.37,85.60
10342560,---,98.50,98.60,99.01,97.64
10342561,---,37.52,27.15,27.88,54.14
10342562,---,-9.90,-36.76,3.42,2.83
10342563,---,67.91,84.01,23.14,74.56
10342564,---,66.59,82.16,17.84,74.88
10342565,---,42.03,54.78,77.77,-26.47
10342566,---,84.72,69.57,88.78,90.80
10342567,---,87.56,70.08,85.82,96.87
10342568,---,81.74,77.33,81.74,85.10
10342569,---,-2.93,-49.59,-5.24,55.28
10342570,---,44.03,5.41,88.01,15.04
10342571,---,26.53,19.51,50.02,3.73
10342572,---,68.71,74.12,68.82,62.52
10342573,---,-64.70,-54.12,-60.08,-77.03
10342574,---,89.66,83.10,83.97,95.63
10342575,---,38.61,3.54,8.71,77.72
10342576,---,85.84,85.40,85.50,86.61
10342577,---,50.12,38.65,58.61,52.29
10342578,---,33.89,29.01,29.36,43.60
10342579,---,70.16,78.48,31.10,84.51
10342580,---,62.52,52.34,59.83,73.10
10342581,---,-20.84,-19.48,-18.09,-24.61
10342582,---,64.42,56.50,64.80,70.57
10342583,---,-18.74,-7.09,-32.35,-19.13
10342584,---,39.80,18.01,66.06,25.15
10342585,---,42.81,47.06,49.55,31.10
10342586,---,89.64,95.41,82.36,88.73
10342587,---,98.50,97.06,98.82,99.06
10342588,---,86.38,91.59,86.98,76.80
10342589,---,55.57,-2.47,91.07,65.46
10342590,---,-23.64,-5.84,-60.92,-3.61
10342591,---,44.89,81.00,27.42,2.04
10342592,---,74.64,40.52,84.54,88.14
10342593,---,15.54,20.77,70.52,-49.11
10342594,---,95.53,72.74,99.10,97.61
10342595,---,95.82,94.89,97.43,93.08
10342596,---,84.94,78.29,84.40,90.47
10342597,---,26.44,-17.76,44.49,48.76
10342598,---,-22.00,22.48,-81.17,-3.33
10342599,---,26.00,48.38,-0.45,27.29
10342600,---,68.59,42.45,13.66,96.49
10342601,---,94.53,91.59,97.55,92.18
10342602,---,86.98,81.05,93.11,82.09
10342603,---,47.71,45.39,43.08,54.88
10342604,---,75.70,78.33,71.21,77.76
10342605,---,-66.40,-94.53,-51.87,-40.70
10342606,---,67.54,63.09,59.59,76.80
10342607,---,1.83,-6.33,58.12,-34.93
10342608,---,9.59,-5.73,9.86,23.26
10342609,---,66.40,26.15,71.72,86.33
10342610,---,90.98,90.30,96.15,82.67
10342611,---,58.05,55.08,72.04,44.87
10342612,---,-1.25,-12.98,32.76,-24.74
10342613,---,37.89,-33.22,81.93,28.58
10342614,---,-68.06,-73.18,-82.63,-45.12
10342615,---,99.76,99.80,99.65,99.88
10342616,---,97.11,99.84,85.27,95.25
10342617,---,25.72,-40.28,-6.66,87.30
10342618,---,96.93,95.28,94.56,99.10
10342619,---,91.93,95.28,84.53,93.24
10342620,---,89.29,90.09,93.62,83.33
10342621,---,71.83,48.72,36.42,93.03
10342622,---,69.25,86.85,65.01,44.46
10342623,---,98.41,98.52,97.66,98.85
10342624,---,82.34,70.34,90.67,82.22
10342625,---,63.24,66.85,76.13,44.99
10342626,---,80.43,54.91,92.32,83.58
10342627,---,2.52,17.10,30.86,-35.73
10342628,---,91.87,85.55,94.82,93.22
10342629,---,-22.93,-14.18,-28.18,-25.62
10342630,---,41.75,52.54,39.40,30.20
10342631,---,24.80,46.88,-5.96,36.00
10342632,---,42.26,59.11,8.59,51.52
10342633,---,14.79,-34.60,51.17,35.32
10342634,---,52.23,45.10,73.33,34.11
10342635,---,-43.46,-43.10,-56.00,-26.98
10342636,---,-83.65,-81.83,-88.13,-78.72
10342637,---,49.94,24.98,74.46,44.42
10342638,---,54.14,43.37,55.41,61.56
10342639,---,75.43,63.23,87.32,70.10
10342640,---,38.23,-44.79,83.72,46.87
10342641,---,-79.41,-78.11,-78.64,-81.49
10342642,---,-40.49,-51.35,-40.32,-31.06
10342643,---,55.40,-7.70,78.18,71.09
10342644,---,61.62,52.24,67.21,64.26
10342645,---,89.67,72.06,94.05,95.27
10342646,---,-47.58,-43.74,-64.52,-26.12
10342647,---,39.67,80.16,62.07,-44.62
10342648,---,87.20,81.24,92.14,86.86
10342649,---,72.73,59.34,42.73,92.70
10342650,---,82.27,62.18,92.15,82.49
10342651,---,72.69,43.15,79.49,82.69
10342652,---,96.58,98.73,93.05,97.09
10342653,---,2.49,-16.56,33.02,-0.34
