Probeset_ID,Gene Symbol,MF SLN,Sample_,Sample_
10432032,Vdr,-20.41,-23.25,-18.18
10432045,Col2a1,-9.75,-3.54,-21.37
10432101,Senp1,28.10,34.30,22.42
10432122,Asb8,26.76,17.95,34.88
10432129,Olfr288,57.65,75.15,28.07
10432133,Olfr286,63.48,80.94,20.33
10432135,H1fnt,-0.18,51.26,-36.16
10432139,Zfp641,9.85,65.98,-43.31
10432150,Olfr285 or Olfr257,37.23,44.13,29.92
10432152,Olfr284,-24.88,-18.83,-32.00
10432154,Olfr283,45.22,13.75,64.00
10432157,Lalba,-7.77,-3.98,-16.56
10432162,Kansl2,-91.90,-95.53,-86.76
10432176,Snora34,-63.88,-55.63,-70.99
10432178,Snora2b,-81.25,-98.74,-40.99
10432180,Ccnt1,-88.74,-88.62,-89.02
10432190,Adcy6,-57.83,-54.72,-60.41
10432215,Ddx23,-54.00,-69.58,-28.63
10432236,Rnd1,22.41,13.78,29.14
10432243,Fkbp11,-27.22,-36.01,-18.72
10432256,Arf3,-73.49,-75.60,-70.81
10432263,---,-45.20,-44.27,-46.98
10432267,Wnt10b,75.92,87.60,56.36
10432278,Ddn,-27.02,-24.12,-29.71
10432281,Prkag1,-89.32,-90.34,-88.52
10432294,Mll2,-83.85,-89.91,-75.24
10432298,Mll2,-32.14,-34.57,-29.97
10432362,Rhebl1,-27.08,-20.82,-33.61
10432372,Dhh,85.23,92.18,65.23
10432378,Lmbr1l,-84.25,-91.19,-73.35
10432398,Tuba1b or Tuba1c,90.42,93.43,85.85
10432404,Tuba1a,-46.66,-54.86,-36.54
10432408,C1ql4,97.64,96.30,98.71
10432411,Mcrs1,-39.38,-61.47,9.66
10432429,---,69.29,79.51,53.74
10432431,Fam186b,95.73,93.11,96.47
10432439,Fmnl3,-77.93,-93.38,-56.21
10432471,---,-85.08,-93.14,-71.68
10432473,Nckap5l,68.63,79.05,55.35
10432488,Bcdin3d,81.06,76.97,84.47
10432492,Faim2,-11.59,-7.71,-20.06
10432509,Uxt,-94.48,-94.65,-94.27
10432511,Racgap1,-24.16,-34.41,-13.58
10432527,Lass5,-32.55,-52.35,5.27
10432540,Lima1,13.70,12.18,15.48
10432554,---,-49.13,-91.27,-17.43
10432556,---,-91.97,-87.16,-94.88
10432558,---,68.99,82.65,40.18
10432560,1700030F18Rik,-1.59,-3.92,-0.55
10432566,1700030F18Rik,-1.16,-1.16,-1.16
10432571,2310068J16Rik,92.38,93.54,90.50
10432573,Slc11a2,-78.85,-77.75,-79.69
10432593,Csrnp2,-70.33,-47.52,-87.92
10432601,Tfcp2,-54.75,-36.13,-69.69
10432619,Pou6f1,-23.00,-24.30,-21.55
10432636,Smagp,9.99,4.64,15.86
10432640,---,75.45,72.73,77.04
10432652,Cela1,-46.42,-32.20,-63.17
10432661,Galnt6,3.36,18.30,-5.42
10432675,I730030J21Rik,-10.93,-12.61,-9.92
10432677,Fignl2,99.34,99.77,98.52
10432682,Krt80,52.04,39.53,62.21
10432695,Krt83 or 5430421N21Rik or Krt81,-54.71,-17.84,-89.67
10432711,Krt84,-2.95,-0.60,-20.68
10432723,Krt82,88.73,90.05,87.62
10432734,4732456N10Rik,88.09,94.74,65.86
10432746,Krt75,-5.52,-1.96,-19.83
10432756,Gm5414 or Gm5476,19.05,61.04,-24.47
10432767,Gm5478,81.54,82.32,81.09
10432774,Krt6b,-11.99,-13.87,-10.26
10432780,Krt6a,-12.26,-18.97,-8.20
10432785,Krt5,-39.27,-21.52,-65.08
10432799,Krt71,-7.45,-3.72,-15.36
10432810,Krt74,77.17,90.27,49.19
10432820,Krt72-ps,-4.59,-1.49,-15.23
10432831,Krt73,-3.63,-3.73,-3.59
10432840,Krt2,95.52,98.30,80.91
10432852,Krt1,-8.34,-3.61,-27.17
10432866,Krt77,-5.01,-5.53,-4.56
10432876,Krt76,85.19,94.56,23.67
10432886,Krt4,-8.36,-1.44,-60.96
10432897,Krt79,-23.45,-29.63,-18.36
10432907,Krt78,-6.17,-2.09,-18.80
10432918,Krt8,-38.10,-15.06,-82.26
10432923,Spryd3,-23.97,-17.26,-30.58
10432939,Csad,-83.09,-72.65,-90.84
10432957,Itgb7,45.22,49.96,39.42
10432972,Rarg,51.10,55.25,47.16
10432986,Aaas,-97.88,-95.73,-99.04
10433003,Sp7,75.91,64.72,82.03
10433008,Map3k12,-90.26,-81.25,-96.79
10433027,Npff,-42.33,-23.69,-60.57
10433032,---,-64.05,-68.28,-59.87
10433034,Atf7,-72.45,-89.21,-27.82
10433047,---,-2.59,-10.13,-0.75
10433049,Atp5g2,-61.80,-64.92,-58.18
10433055,Mir688,86.93,78.00,92.87
10433057,Calcoco1,-79.90,-81.93,-78.07
10433073,Gm10831,41.26,52.77,24.36
10433075,5730585A16Rik,-11.69,-11.86,-11.55
10433077,Smug1,-22.80,81.57,-96.84
10433088,Cbx5,-96.89,-98.48,-93.77
10433096,Nfe2,2.80,6.06,0.93
10433101,Gpr84,-0.43,0.95,-0.84
10433104,Zfp385a,44.07,33.82,53.30
10433114,Itga5,32.16,41.13,24.09
10433145,Gtsf1,-15.33,-63.02,-4.45
10433153,BC048502,-1.62,-2.14,-1.39
10433161,BC048502,83.64,92.49,65.71
10433163,Ppp1r1a,13.03,11.57,14.68
10433172,Glycam1,36.05,-2.50,69.77
10433177,---,-15.22,-23.17,-8.90
10433179,Mucl1,72.93,72.48,73.84
10433185,Spt1 or Mucl1,85.71,75.51,90.34
10433190,---,63.97,17.29,84.79
10433193,Olfr161,23.57,31.45,16.25
10433195,---,47.10,59.56,28.66
10433197,Olfr161,-25.38,-53.76,-10.50
10433199,Zfp263,82.85,84.77,80.22
10433207,---,75.48,-21.11,94.40
10433212,Olfr15,-6.25,-0.90,-38.58
10433214,Zfp174,88.52,93.60,76.15
10433219,Nat15,42.53,15.99,68.57
10433228,Cluap1,-74.17,-75.22,-72.69
10433241,Dnase1,-20.69,-12.08,-32.61
10433262,Gm5766 or Rpl7a,90.42,93.43,85.85
10433264,Glis2,-14.95,-42.81,14.96
10433274,Vasn,-72.42,-68.90,-75.47
10433278,Dnaja3,-81.99,-77.13,-86.03
10433292,Hmox2 or 5730403B10Rik,85.73,82.39,88.33
10433300,---,43.15,40.69,45.17
10433302,4930562C15Rik,76.85,79.44,73.12
10433311,Mgrn1,27.94,18.42,36.84
10433331,Nudt16l1,-77.01,-85.52,-65.88
10433340,---,4.57,59.51,-38.04
10433352,Ubn1,-77.56,-85.74,-62.76
10433373,Sec14l5,-14.73,17.08,-53.27
10433389,Alg1 or Fam86,-52.23,-48.16,-56.31
10433403,Rbfox1,-8.24,-8.83,-7.73
10433428,---,-60.20,-34.92,-84.28
10433431,---,-12.19,-20.99,-7.85
10433433,Mettl22,-64.84,-58.76,-70.58
10433445,Abat,-42.56,-23.80,-74.61
10433462,Pmm2,-12.79,-39.46,13.95
10433472,1810013L24Rik,-41.11,-43.99,-38.71
10433478,---,11.50,76.38,-66.83
10433480,Rpl39l,-3.05,-0.83,-7.13
10433484,Atf7ip2,-43.27,-48.94,-38.12
10433492,Atf7ip2,-4.35,-4.51,-4.21
10433494,Nubp1 or Fam18a,27.88,26.51,29.00
10433507,Ciita,23.75,19.27,27.41
10433536,Clec16a,-76.61,-86.03,-62.57
10433562,Gm12191 or Rpl30,90.42,93.43,85.85
10433564,A630055G03Rik,76.70,76.03,77.09
10433573,---,64.67,46.52,76.37
10433575,Gm10832,67.87,72.47,63.27
10433578,Snn or Txndc11,-43.15,-38.19,-48.33
10433584,Tnfrsf17,94.02,95.22,92.56
10433589,Snx29,-15.41,-3.95,-28.25
10433597,Snx29,-59.57,-71.88,-45.96
10433614,Gm9961,82.72,87.72,77.01
10433618,Shisa9,21.40,43.66,-1.79
10433620,Ercc4,24.55,13.88,34.05
10433633,Mkl2,-97.44,-98.81,-94.43
10433639,Mkl2,-92.04,-97.42,-77.78
10433656,Mkl2,-96.89,-99.45,-90.04
10433658,Mir365-1,87.98,86.71,88.97
10433660,Bfar or 3110001I22Rik,-67.73,-49.43,-80.17
10433672,Rrn3,-90.78,-93.38,-84.84
10433691,Ntan1 or Pdxdc1,33.26,-33.04,82.29
10433702,Mpv17l,-67.62,-48.19,-87.76
10433709,2900011O08Rik,-14.00,-10.14,-21.63
10433717,---,68.80,62.97,74.22
10433719,Mir484,98.07,98.93,97.58
10433721,Nde1,-45.22,-71.91,-5.86
10433735,Abcc1,-16.72,-39.01,5.08
10433769,---,75.68,86.47,56.76
10433773,A630010A05Rik,-16.38,-8.75,-29.56
10433776,Snai2,-27.69,-36.48,-19.30
10433782,Efcab1,-5.67,-7.33,-4.19
10433792,---,91.18,95.28,80.93
10433795,---,94.62,79.73,98.39
10433797,Prkdc,-87.10,-92.79,-75.27
10433885,Cebpd,4.83,-1.86,13.63
10433887,Pkp2,-69.17,-47.77,-90.54
10433902,Gm12191 or Rpl30,90.42,93.43,85.85
10433904,Yars2,-93.46,-89.88,-95.75
10433910,Top3b,-57.15,-76.40,-28.08
10433929,Ppm1f,-80.35,-57.29,-94.34
10433937,Ppm1f,-65.72,-86.88,-38.27
10433940,Mapk1,-15.10,-30.57,0.67
10433953,Ypel1,-24.82,-8.94,-42.65
10433963,Ydjc or Ccdc116,-33.24,-40.33,-26.00
10433971,Rimbp3,-2.91,-0.75,-12.40
10433973,Hic2,-1.98,18.58,-10.94
10433977,Tmem191c,78.41,89.80,49.54
10433988,Serpind1,-63.80,-69.87,-57.29
10433996,Snap29,31.98,1.98,55.98
10434003,Crkl,-69.62,-70.19,-69.14
10434007,Aifm3,-30.36,-17.49,-53.57
10434029,Lztr1,-85.16,-88.16,-80.72
10434052,P2rx6,-2.01,17.21,-11.74
10434067,Smpd4,-74.28,-65.75,-81.01
10434089,Ccdc74a,36.02,44.22,24.16
10434094,Klhl22,-86.73,-80.57,-91.93
10434105,Scarf2,4.26,20.23,-4.60
10434117,B830017H08Rik,58.73,78.23,17.74
10434121,Tssk1,-7.29,-1.29,-32.49
10434124,Tssk2,-6.44,-4.15,-10.10
10434128,Vpreb2,11.86,75.74,-58.14
10434131,AA066038,80.68,96.42,-23.66
10434133,Dgcr6,3.27,5.07,0.98
10434144,Rtn4r,50.18,86.97,-29.78
10434148,Trmt2a or Dgcr8,4.48,47.50,-35.85
10434165,Arvcf,9.42,17.83,0.31
10434189,---,76.52,-59.84,97.88
10434191,Txnrd2 or Comt,-40.16,-49.64,-30.85
10434211,Gnb1l,46.44,92.53,-42.34
10434224,Gnb1l,-18.29,-46.53,4.54
10434226,---,85.15,86.92,83.02
10434229,Cldn5,-9.05,14.74,-29.38
10434233,Ufd1l,-96.15,-96.04,-96.23
10434248,2510002D24Rik,-66.06,-64.25,-68.08
10434252,Hira,-81.38,-53.99,-94.11
10434281,Gm10088,-80.19,-99.22,-5.54
10434283,---,90.42,93.43,85.85
10434285,---,90.42,93.43,85.85
10434287,Olfr166,-44.26,-64.15,-24.24
10434289,---,31.14,9.30,52.20
10434291,B3gnt5,-2.67,-3.76,-1.51
10434302,Klhl24,-81.33,-88.28,-71.31
10434313,Yeats2,-72.20,-91.79,-28.82
10434348,Eif2b5,-58.49,-74.34,-37.32
10434366,Dvl3,-93.46,-93.28,-93.62
10434384,Ap2m1,7.43,-11.01,22.86
10434396,Abcf3,-96.73,-93.74,-98.26
10434418,Vwa5b2,20.99,57.14,-11.78
10434436,Vwa5b2,-28.27,-21.80,-35.74
10434441,Ece2,-18.86,1.14,-38.12
10434446,Ece2,-8.86,-10.61,-7.50
10434467,Psmd2,-80.43,-84.14,-75.13
10434481,Eif4g1,-17.71,-47.78,6.21
10434516,Fam131a,-1.98,38.04,-22.44
10434523,Polr2h or Gm7511,-72.54,-65.20,-80.24
10434528,Chrd or Thpo,39.03,46.72,32.28
10434552,---,95.70,95.23,95.86
10434554,---,55.16,72.49,28.91
10434556,---,-12.07,-12.96,-11.24
10434559,Ephb3,-33.09,-31.41,-34.87
10434577,Vps8,28.30,-30.00,71.30
10434629,Map3k13,-4.68,-4.18,-5.57
10434643,Psmb3,-77.83,-84.64,-70.44
10434645,Senp2,-60.42,-62.30,-58.38
10434664,Ndufa11,-51.92,-81.91,-9.51
10434666,---,-33.11,-29.97,-37.48
10434668,Tmem97,-84.93,-97.39,-65.85
10434670,---,75.42,77.55,72.78
10434672,Gng5,-59.75,-73.56,-48.40
10434675,Dnajb11,44.75,27.52,60.57
10434689,Ahsg,-43.05,-66.32,-26.59
10434698,Fetub,-43.65,-31.76,-61.29
10434709,Hrg,-3.43,-2.15,-5.78
10434717,---,40.62,40.38,40.82
10434719,Kng1,-8.72,-9.17,-8.39
10434733,Eif4a2,-29.86,-56.84,6.10
10434741,Eif4a2,-12.93,-18.33,-7.79
10434743,Eif4a2,-31.23,-47.46,-12.84
10434745,---,-34.93,-51.07,-16.04
10434747,Adipoq,-18.85,-8.44,-54.95
10434754,BC106179,-97.07,-94.22,-98.72
10434758,St6gal1,-26.84,-22.20,-31.55
10434773,Rtp1,-15.99,-5.73,-35.33
10434778,Rtp4,94.18,93.59,94.52
10434782,Lpp or Snx4,-40.61,-41.42,-39.72
10434799,---,64.41,68.71,60.11
10434802,Lpp,-26.65,-38.04,-15.93
10434804,Mir28,-26.50,36.88,-82.83
10434806,Lpp,-54.10,-63.99,-43.15
10434808,Tprg,-11.64,-10.14,-13.23
10434815,Trp63,-19.22,-9.79,-38.47
10434835,Leprel1,97.70,98.95,95.47
10434837,Cldn16,82.06,90.85,58.03
10434845,Il1rap,-22.81,-5.64,-46.15
10434860,Ostn,-4.69,-4.11,-5.09
10434869,Ccdc50,54.87,32.72,71.73
10434878,Gm10823,-1.54,-8.38,9.70
10434880,Hrasls,-18.24,-64.65,-6.18
10434888,Opa1,-84.47,-87.07,-80.89
10434922,---,66.81,75.28,53.29
10434925,Hes1,-6.82,-3.82,-9.70
10434930,1700025H01Rik,71.90,75.14,68.00
10434932,Fam43a,89.66,84.07,92.97
10434934,Bdh1,-54.84,-40.29,-73.56
10434942,Dlg1,-90.88,-92.82,-88.42
10434975,Mfi2,6.00,43.01,-8.50
10434993,Pigz,29.30,4.75,48.15
10434998,Ncbp2,-71.81,-84.56,-54.52
10435004,1500031L02Rik,-59.44,-53.10,-66.07
10435009,Bex6,9.93,16.44,3.77
10435015,Wdr53,-57.31,30.93,-97.78
10435019,2310010M20Rik,-5.11,-0.98,-24.10
10435024,Rnf168,-93.21,-95.26,-90.59
10435031,Ubxn7,-71.59,-72.20,-71.31
10435043,Tm4sf19,-12.60,-7.86,-19.77
10435048,Tctex1d2,-64.93,-69.83,-59.98
10435057,Pcyt1a,-18.76,-46.92,10.17
10435067,Zdhhc19,84.69,90.66,74.96
10435075,Tfrc,-85.86,-88.81,-81.58
10435094,Tnk2,-89.51,-96.28,-76.84
10435112,Muc4,-10.49,-6.78,-15.14
10435149,Fyttd1,-82.14,-91.62,-65.75
10435162,Lrch3,25.23,25.86,24.48
10435185,---,-0.39,-13.15,23.20
10435187,Rpl35a or Ino80,90.42,93.43,85.85
10435193,Lmln,-27.07,-17.49,-36.72
10435212,Osbpl11,-38.12,-92.86,77.83
10435226,Snx4,28.16,28.61,27.81
10435237,Zfp148,-88.98,-94.82,-75.96
10435251,Slc12a8,-12.23,-12.50,-11.94
10435266,Heg1,-27.48,-19.45,-35.67
10435271,Heg1,-65.72,-75.96,-48.64
10435288,Muc13,-7.69,-5.84,-10.36
10435305,Itgb5,2.28,0.09,5.01
10435321,Ropn1,-26.08,-19.32,-34.45
10435329,Ccdc14,-43.17,-22.73,-64.19
10435345,Mylk,-37.91,-41.39,-35.17
10435383,Ptplb,-99.18,-99.80,-97.49
10435388,Adcy5,-13.45,-7.43,-23.44
10435413,---,81.90,73.38,87.68
10435415,Sema5b,30.47,72.35,-20.10
10435443,Hspbap1,-6.26,-3.32,-9.37
10435453,Gm10237,-17.43,-50.67,21.21
10435455,Rpl35a or Ino80,90.42,93.43,85.85
10435457,Parp9 or Dtx3l,84.42,86.98,81.45
10435470,Kpna1,-66.80,-66.26,-67.33
10435487,Wdr5b,-42.25,24.89,-86.95
10435489,Ccdc58,-93.35,-98.50,-81.93
10435494,---,88.51,89.72,87.14
10435497,Stfa2l1 or Stfa2,-7.63,-8.33,-7.02
10435501,Stfa1,-58.57,-18.61,-91.62
10435504,Gm5416,-19.69,-14.62,-26.03
10435508,2010005H15Rik,7.77,-6.75,39.08
10435514,Ildr1,-39.91,-16.57,-81.91
10435525,Iqcb1,-72.40,-90.69,-44.30
10435543,Golgb1,-67.30,-86.11,-35.16
10435565,Hcls1,65.10,58.02,71.73
10435581,Polq,-46.34,-26.05,-68.66
10435617,Rabl3,-84.22,-97.99,-39.87
10435626,Hgd,-2.98,-2.04,-3.97
10435641,Fstl1,-49.48,-64.90,-35.89
10435654,Lrrc58,-31.99,-38.99,-25.40
10435661,Gpr156,-3.09,85.88,-94.42
10435674,---,-0.89,-0.84,-1.02
10435676,Gsk3b,-87.13,-88.02,-85.95
10435693,Cox17,-38.80,-55.39,-19.22
10435697,Popdc2 or Cox17,-64.34,-35.78,-94.25
10435704,Cd80,44.30,67.49,9.26
10435712,Cd80,-6.31,-6.61,-6.13
10435714,Tmem39a,-94.51,-99.25,-80.62
10435724,B4galt4,2.42,-0.27,4.77
10435733,Igsf11,-22.15,-3.08,-69.01
10435743,---,5.32,-0.03,11.70
10435745,Gm16498,-3.65,-12.13,-0.70
10435748,D930030D11Rik,-16.60,-34.86,-8.56
10435752,Lsamp,-6.19,-3.67,-9.91
10435765,---,-6.76,-4.96,-8.80
10435767,---,-3.99,-8.98,-1.72
10435769,Zbtb20,-91.43,-97.93,-82.49
10435784,Ndufs5 or BC002163 or LOC100504968,-93.23,-86.47,-97.35
10435787,---,-44.49,-38.96,-50.26
10435789,Zbtb20,-89.31,-97.67,-77.77
10435791,Mir568,-33.69,-40.24,-27.97
10435793,Drd3,-25.21,-14.10,-37.55
10435802,2610015P09Rik,-71.87,-97.50,-24.71
10435821,Naa50,-85.12,-90.08,-78.06
10435832,Gm608,-56.57,-36.85,-72.54
10435841,Spice1,-98.39,-96.27,-99.22
10435862,Wdr52,-12.30,-7.49,-19.92
10435897,BC027231,-46.61,-66.36,-23.23
10435907,Cd200r1,-0.09,-5.03,16.87
10435920,Cd200r4 or F630003A18Rik,-3.77,-3.54,-3.91
10435930,Cd200r2,-21.24,-20.23,-22.42
10435937,Cd200r3,-2.51,-0.41,-8.82
10435948,Ccdc80 or LOC100503263,-48.85,-46.33,-51.67
10435961,Gm10808,-60.63,-26.94,-93.22
10435963,Atg3,-31.83,-47.43,-13.90
10435980,Rps24 or LOC677113,90.42,93.43,85.85
10435982,Btla,20.43,12.88,25.92
10435991,---,-85.06,-99.65,-27.09
10435993,Slc9a10,-1.69,-3.26,-0.90
10436024,Gcet2,-10.17,-6.26,-15.12
10436034,---,67.90,74.77,59.38
10436037,---,94.47,98.26,84.40
10436041,---,12.11,5.79,18.99
10436043,---,77.15,54.45,88.69
10436046,---,45.33,33.79,55.65
10436048,Prdx1 or LOC100862012,-58.61,-69.09,-44.41
10436050,Dppa4,-4.68,-20.55,-1.11
10436053,Dppa2,-16.11,-5.88,-61.70
10436057,Morc1,-3.28,-3.98,-2.62
10436087,Retnlb,-18.20,-4.07,-71.66
10436095,Retnla,-3.77,-42.50,20.02
10436100,Retnlg,-1.73,-4.40,3.00
10436106,C330027C09Rik,-42.60,-71.95,-23.42
10436128,Myh15,-5.80,-1.23,-44.03
10436169,Ift57,-49.29,-59.84,-38.09
10436182,Cd47,45.27,31.91,57.94
10436196,Cd47,0.85,-19.11,13.91
10436198,---,12.22,41.97,-8.45
10436200,---,-90.79,-34.88,-99.49
10436203,Gm4416,96.21,97.35,94.52
10436206,---,-17.15,39.38,-65.97
10436209,Cblb,-26.53,-44.69,-9.65
10436228,---,26.96,35.47,18.38
10436230,---,-4.39,-5.72,-3.09
10436232,Rpl24 or Zbtb11 or Gadl1,90.42,93.43,85.85
10436239,Zbtb11 or Rpl24 or 2310061J03Rik,-85.53,-89.11,-78.59
10436251,---,90.74,95.44,72.97
10436253,Senp7,-69.59,-86.91,-42.43
10436282,Impg2,-10.97,-6.95,-15.88
10436304,Abi3bp,-30.38,-36.86,-24.53
10436348,Tomm70a,-64.12,-88.58,2.03
10436363,Filip1l,-10.26,-19.02,-5.41
10436369,Filip1l,87.13,87.42,86.79
10436372,Dcbld2 or St3gal6,-92.76,-81.28,-98.04
10436392,Cpox,-83.38,-94.17,-59.56
10436402,Cldn25,-50.86,-33.83,-62.78
10436409,Olfr183,50.39,-1.83,73.62
10436412,Olfr195,28.80,0.78,43.82
10436414,Olfr203,54.88,70.35,26.14
10436416,Gabrr3,41.31,75.77,-13.63
10436426,Orai2,8.72,24.12,-6.00
10436428,Mina,-16.54,-44.28,15.99
10436442,Fam60a,-40.25,-46.24,-34.62
10436444,---,53.78,38.66,65.38
10436446,Gps1,90.42,93.43,85.85
10436449,---,26.12,-1.69,47.81
10436451,Stx19,-0.02,-3.74,13.73
10436456,Pros1,75.33,62.15,86.09
10436471,Cggbp1,86.44,86.81,86.15
10436476,Pou1f1,91.03,80.88,95.24
10436487,Vgll3,-49.47,-35.61,-66.17
10436493,---,-4.61,-18.12,9.28
10436498,---,33.74,81.98,-34.93
10436500,Gbe1,-96.50,-95.78,-96.97
10436517,---,89.79,92.42,87.25
10436519,Robo1,-20.33,-22.27,-18.59
10436550,---,86.72,88.52,84.28
10436552,Rbm11,-15.78,-21.69,-11.48
10436561,Usp25,73.95,67.24,80.24
10436588,2810055G20Rik,32.56,44.31,18.69
10436590,2810055G20Rik,-7.23,-31.76,30.92
10436594,---,-15.85,-3.42,-31.06
10436596,---,-10.61,-10.64,-10.59
10436598,---,-41.91,-42.04,-41.64
10436600,Mir99a,-12.48,28.46,-55.94
10436602,Mirlet7c-1,23.68,55.35,-6.99
10436604,Mir125b-2,39.54,61.04,-1.56
10436606,---,-37.47,37.62,-87.86
10436608,Cxadr,-46.87,-27.70,-67.75
10436621,---,64.24,-1.30,85.08
10436623,Chodl,-5.00,-3.44,-7.34
10436634,Gm16509,76.70,76.85,76.65
10436636,Ncam2,-20.52,-14.59,-31.81
10436658,7120432I05Rik,-13.66,-22.65,-8.60
10436662,Mir155 or LOC100653389,-26.59,-22.43,-30.65
10436664,---,70.74,83.80,44.69
10436666,Jam2,-50.30,-45.79,-55.10
10436678,Gabpa,1.26,-61.20,58.03
10436692,Gm10791,1.08,27.83,-6.51
10436694,Rplp0,25.41,31.36,19.01
10436696,---,-22.96,-24.60,-21.30
10436698,N6amt1,-83.35,-84.03,-82.33
10436708,Usp16,-89.20,-94.44,-79.58
10436727,ORF63,-4.02,1.30,-12.23
10436734,Bach1,83.45,80.87,85.13
10436742,---,91.48,93.40,88.98
10436746,Krtap13-1,-8.14,-1.67,-46.62
10436748,2310034C09Rik,82.32,78.75,85.08
10436750,---,-11.20,-65.78,49.26
10436752,Krtap15,-2.68,-1.14,-9.38
10436758,Gm10229,-19.83,-30.30,-12.65
10436760,Krtap6-1,-3.83,-5.26,-2.91
10436762,---,-16.71,48.57,-75.57
10436764,Krtap6-3,-11.92,-27.55,-4.99
10436766,---,-13.39,-10.47,-16.93
10436768,---,86.95,39.89,94.86
10436770,---,58.62,-4.07,81.30
10436773,---,-36.83,-26.39,-49.23
10436775,---,34.33,2.07,52.65
10436777,---,14.70,84.33,-94.38
10436779,---,35.39,7.72,60.83
10436781,Gm10789,66.54,97.91,-60.16
10436783,Sod1,-88.04,-76.86,-96.58
10436788,Hunk,-15.60,-8.73,-22.62
10436800,---,77.69,87.95,59.28
10436802,---,-33.05,-38.67,-28.31
10436804,Mrap,-14.48,-14.28,-14.75
10436809,4931408A02Rik,35.99,47.09,25.73
10436823,Olig2,-4.59,-1.33,-10.93
10436826,---,90.42,93.43,85.85
10436828,Olig1,-9.75,-7.96,-11.95
10436830,Ifnar2,83.65,64.78,92.84
10436841,Il10rb,67.79,52.84,81.60
10436849,Ifnar1,76.46,58.30,87.46
10436865,Ifngr2,81.56,79.71,83.48
10436873,Son,-1.83,-22.17,13.40
10436890,Gm10785,-6.13,-31.13,22.72
10436892,Itsn1,21.70,-11.58,59.95
10436941,Mrps6 or Slc5a3,-72.39,-85.91,-51.62
10436945,Slc5a3,-82.01,-78.75,-85.01
10436947,Kcne2,-8.22,-6.21,-10.93
10436951,Fam165b,-77.20,-50.32,-91.84
10436955,2410124H12Rik,92.77,96.80,81.72
10436958,Clic6,-12.02,-6.39,-23.02
10436967,Cbr1,-59.18,-92.51,10.69
10436972,---,78.47,-7.16,97.29
10436976,---,94.93,97.11,90.73
10436978,Cbr3,-69.06,-63.17,-75.67
10436983,Dopey2,-24.93,-21.70,-28.10
10437023,Morc3,75.00,75.60,73.88
10437040,Chaf1b,-66.18,-69.53,-62.67
10437055,Sim2,-4.40,-1.93,-8.55
10437073,Ripply3,24.03,34.88,7.13
10437080,Ttc3,-97.11,-98.63,-95.06
10437132,---,3.99,-0.13,9.11
10437134,Dyrk1a,98.55,99.38,96.79
10437136,Dyrk1a,-64.30,-49.50,-74.05
10437149,---,91.79,96.23,83.75
10437151,Kcnj15,-9.89,-8.41,-11.56
10437160,Ets2,-21.29,-8.92,-33.35
10437171,---,84.27,98.74,-29.56
10437174,Wrb,-62.63,-55.82,-70.94
10437180,Sh3bgr,-13.20,-9.75,-17.93
10437191,B3galt5,-17.07,-8.19,-37.26
10437195,Igsf5,-62.68,-13.55,-98.66
10437205,Pcp4,-26.44,-23.83,-29.90
10437210,Bace2,-37.16,-1.85,-97.06
10437222,Hnrnpa3 or LOC100862477,90.42,93.43,85.85
10437224,Mx2,66.62,80.00,42.25
10437236,B230307C23Rik,-81.81,-88.21,-73.91
10437239,---,-22.86,-48.82,-4.47
10437241,---,90.11,84.77,94.35
10437243,Mefv,85.59,82.24,90.12
10437257,Zfp597,-94.04,-98.70,-77.31
10437263,1700037C18Rik or Nat15,78.81,94.68,34.38
10437270,Cluap1,96.59,88.46,98.85
10437272,Nlrc3,-6.57,-9.92,-4.30
10437292,Slx4,-40.29,-52.88,-25.81
10437311,Trap1,-88.61,-90.45,-86.14
10437330,Crebbp,-41.41,-22.21,-60.28
10437332,Crebbp,-47.83,-60.61,-33.95
10437364,Adcy9,-19.22,-51.87,13.18
10437376,Srl,-29.46,-74.34,-10.11
10437384,Tfap4,0.25,38.56,-28.42
10437392,Pam16,90.42,93.43,85.85
10437399,Coro7,32.40,29.94,34.82
10437432,Nmral1,-7.84,-36.21,26.04
10437443,5730403B10Rik or Hmox2,-69.96,-85.74,-49.25
10437451,Fam100a,-12.76,-24.81,0.81
10437454,Anks3,-45.80,-64.84,-23.06
10437472,Sept12,-6.73,-9.71,-4.76
10437483,Rogdi,29.15,16.79,39.83
10437499,Glyr1,11.50,4.55,21.93
10437516,Ppl,-66.70,-67.85,-65.53
10437541,Nagpa,74.13,79.51,67.11
10437552,AU021092,-10.89,-8.59,-13.92
10437561,Alg1 or Fam86,29.84,38.51,20.78
10437573,---,58.60,70.51,43.49
10437575,Cldn26,-24.49,-33.67,-17.81
10437580,---,-26.50,-25.37,-27.41
10437582,---,23.32,10.69,34.10
10437586,Tmem186,-79.34,-86.57,-70.33
10437590,Carhsp1,-58.50,-59.93,-56.95
10437594,Usp7,5.18,0.99,22.43
10437625,---,5.36,24.22,-2.22
10437627,Rpl35a or Ino80,90.42,93.43,85.85
10437629,Grin2a,-8.89,-6.15,-13.89
10437639,Emp2,-55.36,-42.54,-72.80
10437646,Tekt5,-12.44,-2.37,-50.58
10437655,Nubp1 or Fam18a,-34.26,-30.35,-38.54
10437664,Dexi,-76.25,-88.54,-56.60
10437668,Socs1,63.37,66.95,57.42
10437673,Tnp2,-8.78,-4.64,-17.08
