Probeset_ID,Gene Symbol,MF SLN,Sample_,Sample_
10368011,Vta1,-55.14,-85.13,-0.64
10368021,Gje1,-2.49,-20.90,-0.61
10368025,Hspa8,30.36,36.67,23.67
10368027,Nmbr,27.53,79.84,-47.25
10368030,Heca or 3110003A17Rik,-22.59,-52.99,16.61
10368041,3110003A17Rik,37.13,50.89,19.00
10368045,3110003A17Rik,77.71,65.46,85.48
10368050,Ect2l,-4.44,-7.84,-1.76
10368052,Ect2l,35.26,-12.80,70.42
10368054,Ect2l,-1.72,-6.08,9.39
10368056,Ect2l,58.17,71.08,40.91
10368058,Ect2l,92.04,94.94,83.34
10368060,Ect2l,59.64,72.24,34.89
10368062,Ect2l,-5.74,-5.72,-5.75
10368064,Ect2l,45.45,73.02,-3.87
10368066,Ect2l,-79.39,-46.04,-96.24
10368068,Ect2l,-12.88,-8.36,-18.51
10368075,Ect2l,7.45,15.27,-0.28
10368077,Ect2l,89.72,86.60,91.86
10368079,Ect2l,21.64,13.57,28.45
10368083,Ccdc28a,-77.79,-65.95,-85.94
10368090,---,88.10,93.90,75.77
10368092,Hebp2,25.11,33.79,15.45
10368101,D10Bwg1379e,-47.73,-55.36,-41.12
10368136,Gm4922,-12.58,-58.80,41.77
10368144,Tnfaip3,55.76,55.66,56.06
10368159,Slc35d3,-32.33,19.21,-83.62
10368162,Pex7,-71.58,-86.63,-49.04
10368173,---,-83.58,-83.96,-83.29
10368175,Pde7b,52.30,62.22,38.55
10368193,---,84.36,98.30,-7.71
10368197,Gm10826,50.15,67.71,18.99
10368199,Myb,-34.47,-25.22,-53.15
10368220,---,90.42,93.43,85.85
10368222,4930444G20Rik,91.47,97.80,75.23
10368224,E030030I06Rik,43.93,20.64,63.21
10368227,Ube2q2,-63.67,-59.98,-66.34
10368229,Tbpl1 or Slc2a12,-37.94,-24.26,-49.25
10368240,Tcf21,-12.11,-9.93,-14.79
10368243,Eya4,-29.53,-11.16,-74.78
10368268,---,21.71,2.50,34.87
10368270,Rps12,-21.54,-18.60,-23.88
10368277,Snora33,-61.45,-73.59,-48.87
10368279,Taar6,-8.25,81.61,-95.90
10368281,Taar7a or Taar7b or Taar7f or Taar7e or Taar7d,49.57,67.92,20.78
10368283,Taar8b,73.32,54.74,83.69
10368285,Taar8c,62.56,29.86,79.64
10368287,Taar9,3.32,-31.72,60.46
10368289,Enpp1,-38.30,-44.61,-32.37
10368317,Enpp3,-34.92,-29.12,-43.07
10368343,Arg1,-26.29,-21.02,-32.91
10368356,Akap7,-48.56,-72.00,-17.62
10368370,---,-7.93,-34.02,20.30
10368373,Tmem200a or Gm9767,-2.05,35.10,-26.68
10368380,L3mbtl3,-34.15,-59.29,-9.84
10368405,---,81.65,86.34,71.30
10368409,Lama2,-34.21,-28.29,-41.06
10368473,---,-19.82,-65.19,11.99
10368475,4930519F09Rik,-5.58,69.73,-76.20
10368477,2310057J18Rik,-2.97,-2.60,-3.44
10368484,---,58.96,76.30,24.60
10368486,Rnf146 or Echdc1,-89.08,-93.45,-81.94
10368490,Rnf146 or Echdc1,-89.19,-89.45,-88.99
10368495,Rspo3,-25.59,-17.62,-35.11
10368504,Rpl12 or Gm11425 or LOC630855,90.42,93.43,85.85
10368508,Cenpw,-30.02,-11.34,-59.26
10368511,Trmt11,-17.32,-10.74,-23.76
10368527,Hint3,-94.96,-95.44,-94.36
10368534,Ncoa7,36.24,22.30,47.98
10368556,Hey2,-6.91,-10.43,-4.54
10368564,---,81.30,76.67,83.52
10368566,Tpd52l1,-28.51,-23.31,-33.87
10368575,Gm3258 or Supt4h1,-66.46,-82.86,-44.26
10368577,Rnf217,-35.85,-38.61,-33.24
10368585,Nkain2,-12.36,-14.73,-10.56
10368596,---,87.63,98.02,41.17
10368598,Clvs2,-27.09,-24.48,-30.17
10368606,Gm4794,-1.15,-2.79,-0.37
10368612,Gapdh,90.42,93.43,85.85
10368616,Zufsp,54.52,60.18,47.48
10368630,Rwdd1 or Gm12693,-28.40,-30.15,-26.29
10368635,Fam26d,-1.67,69.01,-51.94
10368638,Fam26e,-16.75,-6.14,-35.84
10368644,Fam26f,93.02,89.09,95.39
10368647,Dse,76.39,54.86,90.70
10368654,Nt5dc1,3.38,-25.62,24.61
10368670,Amd1 or Amd2,-64.54,-82.20,-32.54
10368675,Marcks,68.50,60.67,75.14
10368679,---,68.69,37.62,82.98
10368681,Rfpl4b,89.58,90.50,88.23
10368683,1700025K23Rik,-51.37,-57.33,-46.39
10368689,Wisp3,87.04,90.78,80.54
10368695,2010001E11Rik,-5.43,-0.86,-33.23
10368700,G630090E17Rik,-80.34,-95.66,-54.30
10368703,BC021785,-3.91,-1.07,-12.51
10368711,---,80.92,89.61,63.88
10368713,AI317395,-22.42,-5.41,-89.28
10368720,Slc16a10,3.90,-1.21,8.92
10368730,Rpf2,-20.31,16.73,-57.96
10368739,Gtf3c6,-95.09,-91.57,-97.27
10368748,Amd1 or Amd2,90.42,93.43,85.85
10368759,---,84.03,92.73,61.71
10368762,Cdc40,19.77,-43.04,69.74
10368780,Gpr6,-31.48,-12.37,-61.63
10368782,Fig4,-4.92,-42.70,27.00
10368806,Smpd2,-85.08,-91.25,-76.80
10368817,Ccdc162,35.42,38.07,33.62
10368836,---,-4.71,-6.87,-3.32
10368845,Cep57l1,-51.94,-66.19,-38.32
10368859,Armc2,34.32,72.63,-12.74
10368875,Armc2,-50.64,27.72,-99.58
10368877,Armc2,10.33,55.03,-27.76
10368881,Armc2,-25.87,-30.38,-21.99
10368883,Tdg or Gm9855 or Gm5806,90.42,93.43,85.85
10368886,Foxo3,-93.93,-94.78,-92.82
10368888,Foxo3,13.92,-4.48,31.05
10368893,Lace1,-94.10,-97.76,-85.83
10368907,Nr2e1,-9.33,-4.02,-18.60
10368918,Sobp,-16.84,-17.14,-16.58
10368928,Rpl41,-2.33,-6.64,0.74
10368930,1700021F05Rik,-85.42,-84.12,-86.91
10368935,Qrsl1,-31.69,-28.59,-35.41
10368947,Aim1,66.44,57.52,76.19
10368970,Prdm1,37.35,37.47,37.08
10368979,---,-28.12,-3.72,-83.46
10368981,Lin28b,-18.38,-22.84,-15.51
10368990,---,68.50,85.43,31.20
10368992,---,-83.70,-99.40,-7.57
10368995,---,85.53,69.68,92.59
10368997,C130030K03Rik,-10.12,-15.54,-6.83
10368999,Grik2,-11.77,-10.07,-13.56
10369023,Fam162b,-0.29,8.33,-1.63
10369028,Gprc6a,85.53,89.90,79.99
10369038,4933411G06Rik,57.82,63.54,51.67
10369040,Ros1,-9.92,-3.64,-25.91
10369086,Gopc,-61.44,-74.20,-44.21
10369098,Zfa,48.30,78.44,-8.45
10369102,Gm9766,-30.03,-35.33,-25.54
10369116,Mcm9,-53.70,-21.12,-75.60
10369132,Fam184a,-30.60,-14.37,-65.90
10369154,Man1a,21.77,10.75,33.68
10369171,9530009G21Rik,-17.20,-58.33,25.53
10369174,---,90.70,90.85,90.40
10369176,D630037F22Rik,-42.00,-60.70,-17.33
10369206,Rps8,-36.56,-51.71,-16.52
10369208,---,90.42,90.88,89.51
10369210,Serinc1,-35.49,-39.42,-30.43
10369221,Dux,13.49,45.87,-8.27
10369223,Dux,90.42,93.43,85.85
10369225,Dux,90.42,93.43,85.85
10369228,Gm4981,73.65,19.44,91.76
10369232,Gm9919,76.74,57.59,86.16
10369234,---,21.40,23.12,18.32
10369236,Edar,64.94,85.24,20.89
10369250,---,93.39,97.23,87.01
10369252,Sept10,-16.60,-14.76,-18.40
10369264,Oit3,-14.47,-9.99,-20.14
10369276,Ccdc109a,-93.28,-74.25,-99.19
10369288,---,-85.94,-59.43,-97.16
10369290,Ddit4,-31.23,-35.73,-26.57
10369295,Anapc16,-82.17,-94.40,-55.75
10369301,Chst3,-17.43,-20.79,-15.04
10369307,Cdh23,60.13,85.08,4.30
10369379,Slc29a3,51.90,55.92,47.17
10369388,Unc5b,-33.01,-11.83,-70.85
10369409,Pldi,90.44,93.84,84.53
10369413,Sgpl1,66.00,64.56,67.10
10369431,Adamts14,-0.47,-8.73,28.76
10369453,X99384,-29.60,-15.69,-48.34
10369474,Eif4ebp2,-37.33,-32.79,-40.98
10369479,Lrrc20,96.17,98.77,83.24
10369481,H2afy2 or Aifm2,-60.39,-22.67,-91.18
10369485,Col13a1,74.29,94.73,7.61
10369525,2010107G23Rik,-14.68,-5.35,-26.61
10369531,Tspan15,-51.83,-38.41,-70.51
10369541,Hk1,-45.84,-47.31,-44.28
10369567,Hkdc1,-8.73,-5.54,-15.21
10369586,Supv3l1 or 4930507D05Rik,-97.31,-98.14,-96.46
10369604,Vps26a,42.79,16.00,67.23
10369615,Srgn,64.67,69.35,60.57
10369620,2510003E04Rik,-51.27,-41.09,-60.55
10369630,Ddx21,-25.53,-48.81,-1.88
10369647,Ddx50,-38.36,-60.22,-18.16
10369655,Stox1,14.62,46.37,-5.75
10369661,Ccar1,-93.35,-96.11,-86.85
10369688,Tet1,-31.23,-27.65,-34.84
10369690,Tet1,-51.27,-44.10,-58.91
10369702,Tet1,90.42,93.43,85.85
10369704,Hnrnph3,-97.51,-98.05,-96.92
10369715,Mypn,-20.03,-12.61,-31.88
10369735,Herc4,98.46,98.46,98.50
10369738,Sirt1,-93.21,-95.67,-89.68
10369748,---,-28.24,-25.94,-30.07
10369750,---,-21.78,-11.26,-40.27
10369752,Lrrtm3,-67.42,-26.70,-95.84
10369761,Reep3,-8.76,-27.13,9.19
10369774,Nrbf2,-7.50,-5.32,-9.97
10369779,Ado,-61.15,-39.42,-76.36
10369783,Zfp365,-18.53,-5.51,-42.24
10369792,Arid5b,-50.87,-53.20,-48.71
10369806,1700040L02Rik,-47.40,-37.78,-57.53
10369815,Cdk1,-36.67,-22.93,-56.63
10369825,---,-19.42,-12.77,-26.12
10369828,---,-25.48,24.13,-71.56
10369833,Slc16a9,75.16,77.83,72.49
10369835,Phyhipl or Fam13c,-22.56,-18.64,-28.83
10369842,Bicc1,-34.41,-23.85,-50.97
10369844,Bicc1,-41.07,-47.25,-34.64
10369867,Tfam,-71.34,-81.42,-58.48
10369877,Ube2d1,30.89,26.11,36.06
10369885,Cisd1,-87.82,-81.57,-92.11
10369890,---,-89.86,-93.11,-85.78
10369892,---,-11.69,-67.58,-0.55
10369894,1700049L16Rik,-42.63,10.42,-84.44
10369898,---,-53.24,-51.88,-54.37
10369901,Rtdr1,43.54,73.56,-5.21
10369909,Rab36,72.33,84.09,48.76
10369911,1110038D17Rik,-44.89,-59.21,-27.79
10369920,AI646023,96.09,98.04,92.71
10369927,---,-11.76,11.52,-31.21
10369929,Gm19688,-87.46,-88.20,-86.97
10369932,Susd2,-70.33,-70.17,-70.45
10369948,Cabin1,-47.58,-63.06,-26.82
10369989,Ddt,-72.57,-62.89,-80.04
10369993,Gstt3,-84.79,-70.06,-94.56
10370000,Gstt1,-38.56,-28.64,-50.61
10370007,Gstt4,4.51,43.03,-2.80
10370013,Gstt2,-64.08,-67.93,-59.59
10370021,Mif,-55.36,-63.33,-48.30
10370025,Smarcb1,-46.60,-56.54,-35.57
10370037,Mmp11,-8.88,-6.69,-11.10
10370046,---,83.96,90.35,72.88
10370054,Slc5a4b,-18.74,-13.15,-27.20
10370070,---,23.76,51.34,-6.19
10370072,Prmt2,-77.90,-75.44,-80.55
10370089,Dip2a,-53.91,-20.43,-83.73
10370127,Pcnt,-2.16,-48.51,49.37
10370174,Ybey or 2610028H24Rik or Mcm3ap,40.10,94.63,-73.19
10370180,Col6a2,-17.68,-15.81,-20.17
10370210,Col6a1,-15.73,-8.58,-24.14
10370242,Pcbp3,-16.94,-0.54,-39.84
10370259,Col18a1,-74.06,-38.54,-98.62
10370303,Adarb1,-55.88,-41.29,-70.41
10370320,1810008A18Rik,-11.39,-28.00,7.42
10370327,---,71.81,81.18,57.63
10370330,Krtap10-4,62.85,57.05,67.32
10370334,Lrrc3,-0.93,28.55,-15.15
10370339,Trpm2,6.02,56.99,-21.76
10370376,Pfkl,-71.09,-71.37,-70.98
10370397,Aire,64.46,69.24,57.85
10370413,D10Jhu81e,-51.78,-61.98,-41.68
10370422,Pwp2,-63.58,-69.70,-56.90
10370446,Trappc10,8.56,-20.34,29.04
10370471,Agpat3,-80.44,-88.62,-65.81
10370483,Rrp1,21.70,11.02,31.39
10370497,Pdxk,2.06,-17.94,22.61
10370508,---,65.81,61.76,69.49
10370510,Syde1,-18.33,-21.19,-16.14
10370519,Olfr1357,64.05,85.30,8.83
10370522,Casp14,-10.22,-5.33,-22.63
10370530,Ccdc105,-0.96,-0.55,-2.00
10370538,Olfr1356,12.77,-44.97,77.37
10370541,---,90.85,62.37,97.46
10370544,2610008E11Rik,-96.37,-98.46,-93.84
10370552,Ppap2c,-44.99,-39.78,-50.50
10370559,Mier2,-73.84,-74.55,-72.58
10370573,Theg,-3.14,-1.63,-5.25
10370584,C2cd4c,67.97,94.54,-3.62
10370587,Shc2,-17.14,-13.77,-21.25
10370603,Odf3l2,1.25,91.04,-93.58
10370608,---,60.93,60.62,61.44
10370610,Polrmt,-16.09,-3.20,-27.80
10370632,Rnf126,-50.76,-42.82,-57.44
10370644,Prss57 or Fstl3,-5.11,-0.37,-13.16
10370651,BC005764,-36.56,-9.65,-80.75
10370665,Med16,-18.32,-48.33,16.40
10370681,C030046I01Rik,12.74,6.01,19.20
10370690,ORF61 or Grin3b,-9.01,-35.43,12.56
10370708,Polr2e,-23.98,-53.05,8.31
10370721,Sbno2,94.58,95.88,93.05
10370754,Dos,-31.24,-24.64,-37.85
10370766,Gamt,-33.18,-32.99,-33.32
10370777,2310011J03Rik,-46.84,-33.52,-58.55
10370780,Pcsk4,54.51,73.43,20.52
10370798,Adamtsl5,-16.88,-15.58,-18.09
10370818,Mex3d,-44.91,-56.00,-34.99
10370824,Mbd3,-55.04,-71.42,-30.90
10370833,Uqcr11,-60.28,-70.08,-49.33
10370837,Tcf3,1.83,-15.58,21.16
10370860,Atp8b3,-8.99,-1.07,-55.99
10370892,Rexo1,-4.57,-3.43,-5.77
10370911,Klf16,21.88,27.15,16.10
10370914,Fam108a,5.55,25.59,-17.99
10370920,Btbd2,-61.06,-63.76,-58.27
10370931,Mknk2,23.11,12.75,36.76
10370946,Mob3a,41.48,33.56,47.73
10370950,Ap3d1,25.90,33.79,18.97
10370983,Plekhj1 or Sf3a2,58.74,38.46,75.78
10370991,Jsrp1,68.13,74.00,61.22
10370999,Lingo3,43.28,79.76,-20.49
10371002,Lsm7,90.42,93.43,85.85
10371006,Timm13,6.56,18.13,-2.31
10371012,Lmnb2,-32.54,-33.29,-32.02
10371025,Gng7,-22.57,-9.51,-57.32
10371032,Diras1,-2.28,4.14,-7.43
10371037,Slc39a3,-81.68,-23.55,-98.55
10371041,Sgta,10.21,3.27,17.32
10371054,Creb3l3,-10.37,-6.82,-17.61
10371067,Pias4,22.22,26.43,17.90
10371080,Dapk3,97.95,96.30,98.84
10371082,Nmrk2,-11.19,-34.68,-3.05
10371092,Atcay,-22.22,-25.78,-19.20
10371107,Mrpl54,15.05,1.02,28.19
10371111,Tjp3,-26.58,-25.36,-27.98
10371134,Gipc3,90.45,96.82,71.25
10371141,Hmg20b,35.46,64.66,5.87
10371154,4930404N11Rik or Mfsd12,82.47,88.40,73.16
10371159,Fzr1,-15.04,-19.85,-10.22
10371176,Nfic,-24.87,-14.99,-34.38
10371188,Celf5,-20.99,-12.58,-32.23
10371201,Ncln,18.14,19.97,16.21
10371217,S1pr4,-7.58,-3.54,-15.97
10371220,Gna15,45.76,32.99,56.82
10371230,Gna11,-97.56,-97.79,-97.28
10371240,Tle6,-31.18,-10.91,-62.43
10371256,Sirt6,-42.50,-31.69,-51.91
10371265,Rpl23a,90.42,93.43,85.85
10371267,Rpl23a,90.42,93.43,85.85
10371269,Rpl23a,90.42,93.43,85.85
10371271,Zfp781,-97.55,-98.59,-96.02
10371275,Rpl23a,90.42,93.43,85.85
10371277,Zfp938,-97.98,-95.56,-99.17
10371284,LOC100503696,-1.54,-3.38,-0.76
10371286,LOC100503696,-27.08,-10.72,-59.67
10371288,Gm1553,72.05,81.65,56.08
10371293,1190007I07Rik,-50.24,46.48,-93.68
10371296,Glt8d2,-55.99,-40.26,-72.55
10371307,Nfyb,-71.52,-76.17,-66.07
10371319,Gm10773,27.66,46.20,2.17
10371321,Slc41a2,-45.27,-62.84,-30.41
10371332,Aldh1l2,-20.68,-20.16,-21.46
10371356,Appl2,-90.85,-96.35,-65.24
10371379,Nuak1,-10.69,-26.01,4.71
10371387,Ckap4,-5.91,-9.66,-2.39
10371390,Fhl4,-44.18,-63.27,-27.22
10371396,Mterfd3,-61.18,-72.94,-48.01
10371400,Cry1,-59.67,-49.87,-68.81
10371415,---,-0.23,-93.69,89.21
10371420,Prdm4,-42.56,-29.53,-52.05
10371432,D10Wsu52e,-87.81,-95.87,-52.57
10371446,Bpifc,-9.60,-6.99,-13.20
10371464,Fbxo7,88.31,96.46,55.90
10371466,Syn3,-41.24,-23.47,-62.08
10371482,Hsp90b1,-4.49,-22.34,6.28
10371502,Fabp3,-24.95,-32.19,-19.77
10371506,Stab2,-1.61,-1.36,-1.91
10371578,Ascl1,-6.00,18.93,-20.84
10371583,---,-5.74,-98.00,82.66
10371589,Gm10763,23.99,87.13,-77.53
10371591,4930547N16Rik or Pmch,-48.03,-37.12,-61.63
10371603,Gm6653,26.22,79.94,-43.60
10371607,Dram1,28.33,27.79,28.87
10371616,Chpt1,-65.07,-72.07,-57.37
10371627,Mybpc1,-8.93,-6.39,-12.47
10371660,---,-7.77,-5.32,-11.68
10371662,Spic,82.70,68.92,88.42
10371670,---,84.92,98.65,-3.89
10371672,Gm4925,-33.40,24.44,-78.98
10371676,Utp20,-51.86,-72.30,-27.94
10371740,Ano4,-3.78,-3.76,-3.92
10371770,Gas2l3,-21.22,-35.02,-8.84
10371784,Nr1h4,-7.77,-5.26,-11.84
10371796,Slc17a8,-7.53,-1.72,-21.48
10371811,Scyl2,13.79,6.05,27.49
10371830,Actr6,-94.47,-85.41,-98.65
10371842,Uhrf1bp1l,51.50,83.12,-2.39
10371844,---,91.01,91.97,89.91
10371846,Apaf1,56.63,47.83,64.68
10371877,Slc25a3 or LOC100046151,-89.21,-90.66,-87.01
10371888,Tmpo,49.14,42.43,55.65
10371902,Mir135a-2,34.05,-10.65,73.95
10371904,1110012L19Rik or Gm8512,-87.79,-77.59,-93.84
10371907,Nedd1,1.56,-18.19,11.99
10371916,4930485B16Rik,-10.30,-3.32,-25.49
10371942,4930485B16Rik,-12.11,-31.37,-3.35
10371959,Elk3 or Cdk17,27.45,14.30,44.03
10371970,Amdhd1,-7.68,-10.54,-5.60
10371981,Snrpf or Ccdc38 or 4933408J17Rik,-80.26,-87.70,-71.40
10371987,Metap2,-40.55,-42.37,-39.29
10372001,---,97.06,99.11,88.68
10372003,Mir331,60.82,75.63,36.70
10372005,Vezt,-66.34,-35.29,-84.76
10372021,---,-9.29,-66.65,51.63
10372023,Gm4792,-28.94,-8.88,-71.94
10372028,Plxnc1,1.72,-15.51,23.82
10372060,Cradd,-80.61,-43.16,-96.75
10372069,Socs2,-17.44,-2.88,-32.73
10372078,Mrpl42,-75.28,-80.75,-68.34
10372082,Nudt4,-74.05,-83.66,-61.93
10372091,3200002M19Rik,-78.04,-95.06,-46.13
10372094,---,-18.92,-21.32,-16.84
10372096,---,64.12,16.25,85.47
10372099,---,81.60,86.46,71.22
10372102,Gm20091,-21.14,-10.14,-33.25
10372104,---,40.60,75.90,-10.22
10372106,Epyc or Gm10754,-3.03,-4.29,-2.18
10372108,---,86.03,96.76,-10.69
10372110,Phxr2,-1.18,26.20,-8.02
10372114,---,90.42,93.43,85.85
10372116,Csl,-38.49,-56.58,-20.01
10372121,Tmtc3,-61.48,-62.52,-60.63
10372130,4930430F08Rik or Cep290,-95.81,-97.22,-94.30
10372139,Nts,-15.03,-7.91,-28.96
10372145,Alx1,28.15,14.34,42.14
10372151,Lrriq1,-13.00,-14.85,-11.45
10372171,---,88.26,93.46,79.05
10372173,---,42.11,-11.09,73.37
10372175,---,58.22,-1.72,79.52
10372177,Tmtc2,-96.62,-94.34,-97.99
10372191,BC067068 or Ccdc59,-49.04,-28.60,-68.20
10372204,---,70.31,45.55,85.06
10372206,Rps15a-ps1,29.14,-59.24,85.64
10372208,Acss3,-36.93,-45.86,-29.79
10372226,Myf5,-2.66,-0.54,-14.70
10372230,Myf6,-30.23,-42.79,-20.58
10372235,Ptprq,-12.37,-8.86,-17.18
10372280,Otogl,-89.53,-92.71,-85.86
10372293,Otogl,77.19,87.15,64.78
10372324,Syt1,-13.29,-13.33,-13.28
10372338,Gm5136,-12.42,-38.88,-3.85
10372340,---,81.65,83.27,80.23
10372342,Nav3,-31.53,-17.03,-59.98
10372383,Zdhhc17,-76.66,-78.48,-74.68
10372385,Zdhhc17,23.69,38.78,8.25
10372407,---,58.32,47.05,66.74
10372410,Glipr1 or Krr1,33.88,21.81,44.19
10372417,Atxn7l3b,-61.00,-72.97,-46.33
10372421,Trhde,-21.34,-15.61,-30.96
10372441,---,-85.55,-62.29,-95.75
10372443,Tph2,-4.40,-0.97,-14.67
10372457,Tbc1d15,-85.68,-93.37,-54.48
10372478,Rab21,-35.09,-59.14,-3.14
10372488,Tmem19,-75.35,-80.43,-68.84
10372497,Thap2,-57.86,-79.15,-19.97
10372503,Lgr5,-6.72,-2.65,-12.25
10372524,4933416C03Rik,-4.66,-1.53,-15.91
10372528,Kcnmb4 or 1700058G18Rik,-19.58,-14.92,-24.92
10372534,Cnot2,-69.22,-86.18,-39.91
10372557,Gm239,-6.45,-3.25,-13.58
10372583,Rab3ip,-89.80,-81.11,-95.72
10372595,---,55.51,58.05,55.08
10372597,Gm5781,28.17,6.36,49.75
10372600,Cct2,-78.32,-85.68,-69.35
10372618,Frs2,-86.70,-91.42,-70.87
10372629,Yeats4,-96.02,-97.81,-92.53
10372639,9530003J23Rik,79.62,91.23,33.28
10372648,Lyz2,90.02,90.22,89.81
10372652,Lyz1,56.10,59.15,51.91
10372656,Cpsf6,-94.69,-98.71,-57.91
10372668,Mdm2,-72.98,-71.52,-74.34
10372682,Slc35e3,-42.71,-54.57,-27.24
10372687,Nup107,-18.37,-13.78,-22.82
10372716,Rap1b,68.92,59.23,78.22
10372726,Cdc5l,90.42,93.43,85.85
10372728,Cdc5l,90.42,93.43,85.85
10372730,Iltifb,31.81,-61.74,86.39
10372733,Cdc5l,90.42,93.43,85.85
10372735,Cdc5l,90.42,93.43,85.85
10372737,Cdc5l,90.42,93.43,85.85
10372739,Cdc5l,90.42,93.43,85.85
10372741,Cdc5l,90.42,93.43,85.85
10372743,Cdc5l,90.42,93.43,85.85
10372745,Dyrk2,-19.84,-18.46,-21.23
10372748,Gm10744,75.62,85.78,51.63
10372750,Cand1,-67.51,-78.62,-38.10
10372766,Helb,-13.58,-52.91,26.05
10372781,Irak3,62.48,53.00,70.94
10372796,Hmga2,-10.35,-2.76,-25.14
10372805,Gm10743,77.54,21.93,91.23
10372807,Msrb3,-67.23,-48.14,-87.07
10372815,Lemd3,-47.49,-29.46,-57.54
10372829,Gm10741,93.43,70.34,97.74
10372831,Tbc1d30,-16.01,-14.06,-17.85
10372844,Rassf3,34.93,40.86,29.52
10372853,Tbk1,-4.42,-32.76,25.34
10372877,Xpot,-76.21,-87.25,-54.57
10372889,BC048403,68.57,62.30,73.47
10372891,Srgap1,-45.40,-26.46,-72.35
10372917,Tmem5 or Gm9079,-81.53,-69.18,-89.76
10372926,Mirlet7i,63.61,97.02,-38.94
10372928,Mon2,-54.88,-73.12,-26.03
10372965,Usp15,-70.11,-75.74,-63.35
10372988,Slc16a7,-1.63,7.71,-9.09
10373000,Xrcc6bp1,26.87,65.44,-22.48
10373009,Tsfm,14.09,39.87,-14.62
10373016,LOC100504608,67.21,53.31,76.37
10373021,March9,12.08,80.28,-67.56
10373027,Tspan31,15.52,15.70,15.27
10373036,Os9,29.21,20.36,38.85
10373052,B4galnt1,97.70,99.19,95.17
10373054,Slc26a10 or B4galnt1,-6.74,13.06,-21.44
10373073,Arhgef25,-43.85,-60.51,-30.10
10373093,Dtx3,-71.61,-84.37,-57.57
10373101,Pip4k2c,-62.74,-70.72,-49.91
10373113,Kif5a,-58.05,-35.33,-80.73
10373143,Mbd6,-59.19,-62.51,-55.61
10373157,Mars,-91.68,-99.34,-59.49
10373179,Gli1,-29.35,-15.26,-48.55
10373192,Inhbe,-4.96,-2.36,-11.73
10373197,Inhbc,-2.50,-1.74,-4.01
10373202,Shmt2,-63.53,-68.39,-58.89
10373218,Nxph4,59.07,37.60,73.04
10373223,Lrp1,58.44,61.09,55.70
10373313,Nab2,-3.64,17.98,-19.63
10373325,Gpr182,-13.96,-7.20,-23.36
10373330,Rdh7,-55.20,-50.49,-59.73
10373334,Hsd17b6,-14.44,-20.82,-10.17
10373340,Rbms2,-84.95,-95.82,-61.90
10373355,Spryd4,-81.00,-62.67,-91.84
10373358,Il23a,-1.92,32.59,-13.60
10373363,---,50.34,1.34,70.69
10373365,Pan2,-8.60,19.29,-32.86
10373367,Coq10a,-93.56,-96.00,-90.88
10373372,Coq10a,94.01,98.75,75.79
10373374,Slc39a5,-42.54,-8.76,-91.16
10373388,Obfc2b or Ankrd52,-71.65,-78.28,-63.17
10373396,Myl6,90.42,93.43,85.85
10373400,Myl6b,-34.33,-10.44,-60.24
10373407,Esyt1,62.32,62.69,61.94
10373439,Zc3h10,82.20,33.48,96.89
10373448,Rpl41 or Gm10736,-58.99,-54.08,-63.95
10373452,Gm129,-76.88,-76.49,-77.22
10373454,Pa2g4,-92.34,-95.05,-74.89
10373467,Erbb3,-84.75,-92.02,-76.54
10373498,Rps26 or Gm6654,-30.91,-36.28,-25.82
10373502,Ikzf4,-2.39,43.53,-30.47
10373515,Suox,-86.81,-91.31,-80.81
10373519,Rpl12,90.42,93.43,85.85
10373521,Rab5b,-47.64,-67.15,-21.57
10373530,Cdk2,-10.76,-33.40,8.36
10373542,Dgka,-28.86,-39.94,-17.80
10373569,Rpsa,25.14,24.50,25.86
10373571,Tmem198b,-67.36,-58.29,-75.22
10373577,Ormdl2 or Dnajc14 or Gm5553,-60.81,-63.11,-58.23
10373583,Gdf11,-35.90,-14.49,-70.62
10373588,Rdh5,-84.28,-37.01,-99.61
10373594,Bloc1s1,-59.99,-80.93,-34.35
10373600,Mettl7b,-9.00,-6.24,-14.51
10373604,Olfr764 or Olfr766,41.51,2.18,62.70
10373606,Olfr765,-3.76,15.59,-13.37
10373608,Olfr766,95.74,95.02,96.27
10373610,Olfr767,-9.80,47.03,-61.19
10373612,Olfr768,92.62,98.07,75.20
10373614,Olfr769,67.33,90.43,-18.98
10373616,Olfr770,-3.29,47.42,-39.12
10373618,Olfr771,91.59,93.32,88.30
10373620,Olfr772,-4.75,-1.35,-13.01
10373622,Olfr773 or Olfr772,-12.71,-7.15,-21.81
10373624,Olfr777 or Olfr800,90.42,93.43,85.85
10373626,Olfr796,54.94,79.54,8.25
10373628,Olfr798,76.38,65.56,83.47
10373630,Olfr801,44.80,24.21,57.69
10373632,Olfr802,82.35,64.23,90.13
10373634,Olfr803,-1.51,11.46,-7.07
10373636,Olfr805,9.83,24.46,-0.31
10373638,Olfr806,92.32,95.56,83.28
10373640,Olfr807,24.53,89.32,-77.88
10373642,Olfr810,-19.41,25.69,-68.24
10373645,Olfr811,49.09,75.60,-5.81
10373647,Olfr812,-24.90,69.91,-99.81
10373649,Olfr814,3.73,-2.08,37.89
10373651,Olfr814,-15.40,-2.39,-30.94
10373653,Olfr815,-0.39,-0.62,-0.31
10373655,Olfr816,-10.45,-4.83,-20.33
10373657,Olfr816,67.09,72.23,61.13
10373660,Olfr818,-16.26,-1.51,-53.29
